Zone Identifier;Source Identifier;Company Code;Posting Date;Financial Period;GCOA Account;Local Account;Cost Center;Cognos Account;Cognos Dimension;Measure Code;Currency;Amount
"MEX";"SAP";"3013";"";"2016M02";"6300500";"60000041";"210CC20850";"405102";"SM00";"ACTUAL";"MXN";163.04000
"MEX";"SAP";"3013";"";"2016M02";"6300500";"60000042";"210CCJ0750";"405102";"SM00";"ACTUAL";"MXN";171.65000
"MEX";"SAP";"3013";"";"2016M02";"6302001";"60003013";"210CC20850";"405102";"SM00";"ACTUAL";"MXN";680.00000
"MEX";"SAP";"3013";"";"2016M02";"6302006";"60000033";"210CC400C0";"405301";"SM00";"ACTUAL";"MXN";6145.44000
"MEX";"SAP";"3013";"";"2016M02";"6309501";"60000027";"210CC100C0";"405301";"SM00";"ACTUAL";"MXN";7111.88000
"MEX";"SAP";"3013";"";"2016M02";"6900118";"60000023";"210CCA0590";"404001";"SM00";"ACTUAL";"MXN";-3166.92000
"MEX";"SAP";"3014";"";"2016M02";"6104528";"60001200";"210CDA0080";"404000";"SM00";"ACTUAL";"MXN";287.72000
"MEX";"SAP";"3014";"";"2016M02";"6300000";"60000025";"210CD300C0";"405301";"SM00";"ACTUAL";"MXN";3893.81000
"MEX";"SAP";"3014";"";"2016M02";"6302006";"60000033";"210CD70070";"403001";"SM00";"ACTUAL";"MXN";1169.74000
"MEX";"SAP";"3015";"";"2016M02";"6025000";"60000217";"210CE20050";"405102";"SM00";"ACTUAL";"MXN";-425081.97000
"MEX";"SAP";"3015";"";"2016M02";"6103002";"60001004";"210CE20050";"405102";"SM00";"ACTUAL";"MXN";957.56000
"MEX";"SAP";"3015";"";"2016M02";"6103005";"60001010";"210CEJ02C0";"405301";"SM00";"ACTUAL";"MXN";13.00000
"MEX";"SAP";"3015";"";"2016M02";"6103015";"60004300";"210CEA0290";"404001";"SM00";"ACTUAL";"MXN";530.00000
"MEX";"SAP";"3015";"";"2016M02";"6104528";"60001200";"210CEA0580";"404000";"SM00";"ACTUAL";"MXN";3600.03000
"MEX";"SAP";"3015";"";"2016M02";"6200553";"60000801";"210CE20550";"405102";"SM00";"ACTUAL";"MXN";7443.26000
"MEX";"SAP";"3015";"";"2016M02";"6201026";"60003045";"210CE20050";"405102";"SM00";"ACTUAL";"MXN";-780.28000
"MEX";"SAP";"3015";"";"2016M02";"6300000";"60000025";"210CE302C0";"405301";"SM00";"ACTUAL";"MXN";1815.33000
"MEX";"SAP";"3015";"";"2016M02";"6300000";"60000044";"210CE20050";"405102";"SM00";"ACTUAL";"MXN";1029.87000
"MEX";"SAP";"3015";"";"2016M02";"6300005";"60000009";"210CE80090";"404001";"SM00";"ACTUAL";"MXN";3834.42000
"MEX";"SAP";"3015";"";"2016M02";"6300005";"60000011";"210CE301C0";"405301";"SM00";"ACTUAL";"MXN";240.00000
"MEX";"SAP";"3015";"";"2016M02";"6300500";"60000041";"210CE302C0";"405301";"SM00";"ACTUAL";"MXN";366.09000
"MEX";"SAP";"3015";"";"2016M02";"6302000";"60000013";"210CEA0290";"404001";"SM00";"ACTUAL";"MXN";2191.41000
"MEX";"SAP";"3015";"";"2016M02";"6302006";"60000033";"210CE400C0";"405301";"SM00";"ACTUAL";"MXN";2744.90000
"MEX";"SAP";"3015";"";"2016M02";"6309602";"60000002";"210CEA0190";"404001";"SM00";"ACTUAL";"MXN";32041.80000
"MEX";"SAP";"3016";"";"2016M02";"6022000";"60000807";"210CF21350";"405102";"SM00";"ACTUAL";"MXN";7952.40000
"MEX";"SAP";"3016";"";"2016M02";"6103002";"60001003";"210CF20250";"405102";"SM00";"ACTUAL";"MXN";1100.00000
"MEX";"SAP";"3016";"";"2016M02";"6105013";"60000909";"270CF500F0";"405300";"ZM02";"ACTUAL";"MXN";68943.57000
"MEX";"SAP";"3016";"";"2016M02";"6201004";"60000508";"210CF312C0";"405301";"SM00";"ACTUAL";"MXN";13640.00000
"MEX";"SAP";"3016";"";"2016M02";"6300000";"60000001";"210CF303C0";"405301";"SM00";"ACTUAL";"MXN";17038.08000
"MEX";"SAP";"3016";"";"2016M02";"6300000";"60000021";"210CF302C0";"405301";"SM00";"ACTUAL";"MXN";1331.04000
"MEX";"SAP";"3016";"";"2016M02";"6300000";"60000025";"210CF400C0";"405301";"SM00";"ACTUAL";"MXN";12338.07000
"MEX";"SAP";"3016";"";"2016M02";"6300000";"60000035";"210CF308C0";"405301";"SM00";"ACTUAL";"MXN";38.71000
"MEX";"SAP";"3016";"";"2016M02";"6300000";"60000036";"210CF308C0";"405301";"SM00";"ACTUAL";"MXN";34.33000
"MEX";"LE BBP 2016-01";"1001";"";"2016M05";;"";"";;"";"LE";"MXN";139447.77390
"MEX";"LE BBP 2016-01";"1001";"";"2016M05";;"";"";;"";"LE";"MXN";283874.42840
"MEX";"LE BBP 2016-01";"1001";"";"2016M05";;"";"";;"";"LE";"MXN";670000.00000
"MEX";"LE BBP 2016-01";"1001";"";"2016M05";;"";"";;"";"LE";"MXN";1187307.21100
"MEX";"LE BBP 2016-01";"1001";"";"2016M05";;"";"";;"";"LE";"MXN";2630616.29100
"MEX";"LE BBP 2016-01";"1001";"";"2016M05";;"";"";;"";"LE";"MXN";6921976.87900
"MEX";"LE BBP 2016-01";"1001";"";"2016M05";;"";"";;"";"LE";"MXN";72803148.43000
"MEX";"LE BBP 2016-01";"1001";"";"2016M06";;"";"";;"";"LE";"MXN";8503.33769
"MEX";"LE BBP 2016-01";"1001";"";"2016M06";;"";"";;"";"LE";"MXN";42959.42031
"MEX";"LE BBP 2016-01";"1001";"";"2016M06";;"";"";;"";"LE";"MXN";102652.99230
"MEX";"LE BBP 2016-01";"1001";"";"2016M06";;"";"";;"";"LE";"MXN";252723.82320
"MEX";"LE BBP 2016-01";"1001";"";"2016M06";;"";"";;"";"LE";"MXN";484751.51120
"MEX";"LE BBP 2016-01";"1001";"";"2016M06";;"";"";;"";"LE";"MXN";982351.18300
"MEX";"LE BBP 2016-01";"1001";"";"2016M06";;"";"";;"";"LE";"MXN";2192023.40400
"MEX";"LE BBP 2016-01";"1001";"";"2016M06";;"";"";;"";"LE";"MXN";4347135.96500
"MEX";"LE BBP 2016-01";"1001";"";"2016M06";;"";"";;"";"LE";"MXN";18853496.95000
"MEX";"LE BBP 2016-01";"1001";"";"2016M07";;"";"";;"";"LE";"MXN";1000.50000
"MEX";"LE BBP 2016-01";"1001";"";"2016M07";;"";"";;"";"LE";"MXN";22495.17259
"MEX";"LE BBP 2016-01";"1001";"";"2016M07";;"";"";;"";"LE";"MXN";56730.74738
"MEX";"LE BBP 2016-01";"1001";"";"2016M07";;"";"";;"";"LE";"MXN";180000.00000
"MEX";"LE BBP 2016-01";"1001";"";"2016M07";;"";"";;"";"LE";"MXN";335306.44560
"MEX";"LE BBP 2016-01";"1001";"";"2016M07";;"";"";;"";"LE";"MXN";731565.56140
"MEX";"LE BBP 2016-01";"1001";"";"2016M07";;"";"";;"";"LE";"MXN";1674500.00000
"MEX";"LE BBP 2016-01";"1001";"";"2016M07";;"";"";;"";"LE";"MXN";2860814.80800
"MEX";"LE BBP 2016-01";"1001";"";"2016M07";;"";"";;"";"LE";"MXN";8145569.87000
"MEX";"LE BBP 2016-01";"1001";"";"2016M08";;"";"";;"";"LE";"MXN";-1146941.48000
"MEX";"LE BBP 2016-01";"1001";"";"2016M08";;"";"";;"";"LE";"MXN";13587.59000
"MEX";"LE BBP 2016-01";"1001";"";"2016M08";;"";"";;"";"LE";"MXN";50756.84111
"MEX";"LE BBP 2016-01";"1001";"";"2016M08";;"";"";;"";"LE";"MXN";108180.57080
"MEX";"LE BBP 2016-01";"1001";"";"2016M08";;"";"";;"";"LE";"MXN";304859.49740
"MEX";"LE BBP 2016-01";"1001";"";"2016M08";;"";"";;"";"LE";"MXN";529680.79000
"MEX";"LE BBP 2016-01";"1001";"";"2016M08";;"";"";;"";"LE";"MXN";1093000.00000
"MEX";"LE BBP 2016-01";"1001";"";"2016M08";;"";"";;"";"LE";"MXN";2529592.53200
"MEX";"LE BBP 2016-01";"1001";"";"2016M08";;"";"";;"";"LE";"MXN";5378943.07500
"MEX";"LE BBP 2016-01";"1001";"";"2016M08";;"";"";;"";"LE";"MXN";43750200.95000
"MEX";"LE BBP 2016-01";"1001";"";"2016M09";;"";"";;"";"LE";"MXN";5144.80464
"MEX";"LE BBP 2016-01";"1001";"";"2016M09";;"";"";;"";"LE";"MXN";31872.95000
"MEX";"LE BBP 2016-01";"1001";"";"2016M09";;"";"";;"";"LE";"MXN";80916.12000
"MEX";"LE BBP 2016-01";"1001";"";"2016M09";;"";"";;"";"LE";"MXN";214479.17000
"MEX";"LE BBP 2016-01";"1001";"";"2016M09";;"";"";;"";"LE";"MXN";390486.00000
"MEX";"LE BBP 2016-01";"1001";"";"2016M09";;"";"";;"";"LE";"MXN";859591.33330
"MEX";"LE BBP 2016-01";"1001";"";"2016M09";;"";"";;"";"LE";"MXN";1975756.94900
"MEX";"LE BBP 2016-01";"1001";"";"2016M09";;"";"";;"";"LE";"MXN";3480789.17300
"MEX";"LE BBP 2016-01";"1001";"";"2016M09";;"";"";;"";"LE";"MXN";10877403.45000
"MEX";"LE BBP 2016-01";"1001";"";"2016M10";;"";"";;"";"LE";"MXN";948.27388
"MEX";"LE BBP 2016-01";"1001";"";"2016M10";;"";"";;"";"LE";"MXN";19962.07982
"MEX";"LE BBP 2016-01";"1001";"";"2016M10";;"";"";;"";"LE";"MXN";55950.39708
"MEX";"LE BBP 2016-01";"1001";"";"2016M10";;"";"";;"";"LE";"MXN";145003.87840
"MEX";"LE BBP 2016-01";"1001";"";"2016M10";;"";"";;"";"LE";"MXN";304179.96600
"MEX";"LE BBP 2016-01";"1001";"";"2016M10";;"";"";;"";"LE";"MXN";710798.16700
"MEX";"LE BBP 2016-01";"1001";"";"2016M10";;"";"";;"";"LE";"MXN";1333273.45700
"MEX";"LE BBP 2016-01";"1001";"";"2016M10";;"";"";;"";"LE";"MXN";2866300.00000
"MEX";"LE BBP 2016-01";"1001";"";"2016M10";;"";"";;"";"LE";"MXN";7190492.52700
"MEX";"LE BBP 2016-01";"1001";"";"2016M10";;"";"";;"";"LE";"MXN";111198986.70000
"MEX";"LE BBP 2016-01";"1001";"";"2016M11";;"";"";;"";"LE";"MXN";10390.51000
"MEX";"LE BBP 2016-01";"1001";"";"2016M11";;"";"";;"";"LE";"MXN";46000.00000
"MEX";"LE BBP 2016-01";"1001";"";"2016M11";;"";"";;"";"LE";"MXN";102652.99230
"MEX";"LE BBP 2016-01";"1001";"";"2016M11";;"";"";;"";"LE";"MXN";282303.71490
"MEX";"LE BBP 2016-01";"1001";"";"2016M11";;"";"";;"";"LE";"MXN";498690.59330
"MEX";"LE BBP 2016-01";"1001";"";"2016M11";;"";"";;"";"LE";"MXN";1018650.25300
"MEX";"LE BBP 2016-01";"1001";"";"2016M11";;"";"";;"";"LE";"MXN";2424654.82400
"MEX";"LE BBP 2016-01";"1001";"";"2016M11";;"";"";;"";"LE";"MXN";4347135.96500
"MEX";"LE BBP 2016-01";"1001";"";"2016M11";;"";"";;"";"LE";"MXN";25072797.92000
"MEX";"LE BBP 2016-01";"1001";"";"2016M12";;"";"";;"";"LE";"MXN";1876.22000
"MEX";"LE BBP 2016-01";"1001";"";"2016M12";;"";"";;"";"LE";"MXN";28670.16667
"MEX";"LE BBP 2016-01";"1001";"";"2016M12";;"";"";;"";"LE";"MXN";75050.32000
"MEX";"LE BBP 2016-01";"1001";"";"2016M12";;"";"";;"";"LE";"MXN";208333.33330
"MEX";"LE BBP 2016-01";"1001";"";"2016M12";;"";"";;"";"LE";"MXN";357997.22070
"MEX";"LE BBP 2016-01";"1001";"";"2016M12";;"";"";;"";"LE";"MXN";830399.78280
"MEX";"LE BBP 2016-01";"1001";"";"2016M12";;"";"";;"";"LE";"MXN";1785333.42400
"MEX";"LE BBP 2016-01";"1001";"";"2016M12";;"";"";;"";"LE";"MXN";3370232.91200
"MEX";"LE BBP 2016-01";"1001";"";"2016M12";;"";"";;"";"LE";"MXN";9237508.87900
"MEX";"No ZBB CC";"2003";"";"2016M02";"Dummy_6700";"60007000";"";"Dummy_6700";"SM00";"ACTUAL";"MXN";452173.66000
"MEX";"No ZBB SO";"2021";"";"2016M02";"6106006";"60003152";"";"405301";"C706";"ACTUAL";"MXN";4451.45000
"MEX";"No ZBB SO";"3009";"";"2016M02";"6450000";"60004106";"210C8A0090";"404090";"SM00";"ACTUAL";"MXN";-663115.00000
"MEX";"No ZBB SO";"3025";"";"2016M02";"6450000";"60004106";"210COA0090";"404090";"SM00";"ACTUAL";"MXN";-824818.00000
"MEX";"No ZBB SO";"4503";"";"2016M02";"6100009";"60001101";"";"405301";"ZM04";"ACTUAL";"MXN";7264.09833
"MEX";"SAP";"1003";"";"2016M02";"6016053";"60005008";"R11303A558";"404000";"SM00";"ACTUAL";"MXN";62772463.10000
"MEX";"SAP";"1003";"";"2016M02";"6103532";"60005119";"R11303A226";"403000";"SM00";"ACTUAL";"MXN";1452031.70000
"MEX";"SAP";"1003";"";"2016M02";"6103533";"60005111";"R11303G166";"403000";"SM00";"ACTUAL";"MXN";5200685.37000
"MEX";"SAP";"1003";"";"2016M02";"6103604";"60005102";"R11303A016";"403000";"SM00";"ACTUAL";"MXN";10098289.48000
"MEX";"SAP";"1003";"";"2016M02";"6106006";"60003152";"X18111050C";"405301";"ZM03";"ACTUAL";"MXN";161598.74000
"MEX";"SAP";"1511";"";"2016M02";"6025013";"60000220";"750T1N00A0";"405000";"ZM00";"ACTUAL";"MXN";239268.78000
"MEX";"SAP";"1511";"";"2016M02";"6106501";"60001100";"750T1500C0";"405301";"ZM00";"ACTUAL";"MXN";-387509.88000
"MEX";"SAP";"1511";"";"2016M02";"6300000";"60000003";"750T1F51A0";"405000";"ZM00";"ACTUAL";"MXN";173.95000
"MEX";"SAP";"1511";"";"2016M02";"6300000";"60000036";"750T1101C0";"405301";"ZM00";"ACTUAL";"MXN";171.65000
"MEX";"SAP";"1511";"";"2016M02";"6300000";"60000090";"750T1M00A0";"405000";"ZM00";"ACTUAL";"MXN";11328.46000
"MEX";"SAP";"1511";"";"2016M02";"6300005";"60000009";"750T1M00A0";"405000";"ZM00";"ACTUAL";"MXN";102563.21000
"MEX";"SAP";"1511";"";"2016M02";"6300005";"60000059";"750T1M00A0";"405000";"ZM00";"ACTUAL";"MXN";284520.75000
"MEX";"SAP";"1511";"";"2016M02";"6300500";"60000072";"750T1N03A0";"405000";"ZM00";"ACTUAL";"MXN";6151.96000
"MEX";"SAP";"1511";"";"2016M02";"6302006";"60000033";"750T1M00A0";"405000";"ZM00";"ACTUAL";"MXN";72531.95000
"MEX";"SAP";"1511";"";"2016M02";"6302006";"60000048";"750T1L0040";"405101";"ZM00";"ACTUAL";"MXN";4770.65000
"MEX";"SAP";"1511";"";"2016M02";"6303505";"60000045";"750T1L0040";"405101";"ZM00";"ACTUAL";"MXN";1740.32000
"MEX";"SAP";"1511";"";"2016M02";"6305500";"60004407";"750T1C00A0";"405000";"ZM00";"ACTUAL";"MXN";301360.22000
"MEX";"SAP";"1512";"";"2016M02";"6106002";"60003121";"750T2500A0";"405000";"ZM00";"ACTUAL";"MXN";179.58000
"MEX";"SAP";"1513";"";"2016M02";"6025013";"60000220";"750T3C00A0";"405000";"ZM00";"ACTUAL";"MXN";125185.69000
"MEX";"SAP";"1513";"";"2016M02";"6103015";"60001012";"750T3C00A0";"405000";"ZM00";"ACTUAL";"MXN";138.00000
"MEX";"SAP";"1513";"";"2016M02";"6300000";"60000001";"750T3600C0";"405301";"ZM00";"ACTUAL";"MXN";84673.50000
"MEX";"SAP";"1513";"";"2016M02";"6300000";"60000036";"750T3C51A0";"405000";"ZM00";"ACTUAL";"MXN";34.33000
"MEX";"SAP";"1513";"";"2016M02";"6300000";"60000090";"750T3M00A0";"405000";"ZM00";"ACTUAL";"MXN";3889.64000
"MEX";"SAP";"3019";"";"2016M02";"6302000";"60000013";"210CI300C0";"405301";"SM00";"ACTUAL";"MXN";4974.96000
"MEX";"SAP";"3019";"";"2016M02";"6302001";"60003013";"210CI600C0";"405301";"SM00";"ACTUAL";"MXN";5791.00000
"MEX";"SAP";"3019";"";"2016M02";"6302006";"60000033";"210CIA0590";"404001";"SM00";"ACTUAL";"MXN";42433.70000
"MEX";"SAP";"3019";"";"2016M02";"6303507";"60004412";"210CIA0090";"404001";"SM00";"ACTUAL";"MXN";634.00000
"MEX";"SAP";"3020";"";"2016M02";"5370098";"60004301";"210CJ80090";"404001";"SM00";"ACTUAL";"MXN";6.90000
"MEX";"SAP";"3020";"";"2016M02";"6025000";"60000217";"210CJ20750";"405102";"SM00";"ACTUAL";"MXN";3800.00000
"MEX";"SAP";"3020";"";"2016M02";"6100500";"60003104";"210CJA1190";"404001";"SM00";"ACTUAL";"MXN";71050.00000
"MEX";"SAP";"3020";"";"2016M02";"6103003";"60001011";"210CJ400C0";"405301";"SM00";"ACTUAL";"MXN";9721.12000
"MEX";"SAP";"3020";"";"2016M02";"6103015";"60004404";"210CJ20450";"405102";"SM00";"ACTUAL";"MXN";300.91000
"MEX";"SAP";"3020";"";"2016M02";"6106003";"60003164";"210CJ303C0";"405301";"SM00";"ACTUAL";"MXN";4500.00000
"MEX";"SAP";"3020";"";"2016M02";"6200525";"60000813";"210CJA0490";"404001";"SM00";"ACTUAL";"MXN";16354.00000
"MEX";"SAP";"3020";"";"2016M02";"6201025";"60000308";"210CJA0090";"404001";"SM00";"ACTUAL";"MXN";4518.01000
"MEX";"SAP";"3020";"";"2016M02";"6300000";"60000001";"210CJA0990";"404001";"SM00";"ACTUAL";"MXN";103660.38000
"MEX";"SAP";"3020";"";"2016M02";"6300000";"60000021";"210CJA1090";"404001";"SM00";"ACTUAL";"MXN";3144.90000
"MEX";"SAP";"3020";"";"2016M02";"6300000";"60000025";"210CJA1090";"404001";"SM00";"ACTUAL";"MXN";14521.34000
"MEX";"SAP";"3020";"";"2016M02";"6300000";"60000036";"210CJ20350";"405102";"SM00";"ACTUAL";"MXN";90.38000
"MEX";"SAP";"3020";"";"2016M02";"6300000";"60000039";"210CJA0590";"404001";"SM00";"ACTUAL";"MXN";580.66000
"MEX";"SAP";"3020";"";"2016M02";"6300005";"60000007";"210CJ308C0";"405301";"SM00";"ACTUAL";"MXN";1363.01000
"MEX";"SAP";"3020";"";"2016M02";"6300005";"60000009";"210CJ305C0";"405301";"SM00";"ACTUAL";"MXN";653.25000
"MEX";"SAP";"3020";"";"2016M02";"6300005";"60000010";"210CJ303C0";"405301";"SM00";"ACTUAL";"MXN";442.79000
"MEX";"SAP";"3020";"";"2016M02";"6300005";"60000011";"210CJ300C0";"405301";"SM00";"ACTUAL";"MXN";8752.81000
"MEX";"SAP";"3020";"";"2016M02";"6300500";"60000022";"210CJ21050";"405102";"SM00";"ACTUAL";"MXN";1472.92000
"MEX";"SAP";"3020";"";"2016M02";"6300500";"60000041";"210CJ300C0";"405301";"SM00";"ACTUAL";"MXN";362.14000
"MEX";"SAP";"3020";"";"2016M02";"6300500";"60000042";"210CJ305C0";"405301";"SM00";"ACTUAL";"MXN";313.34000
"MEX";"SAP";"3020";"";"2016M02";"6302000";"60000013";"210CJ308C0";"405301";"SM00";"ACTUAL";"MXN";662.86000
"MEX";"SAP";"3020";"";"2016M02";"6302001";"60003013";"210CJ305C0";"405301";"SM00";"ACTUAL";"MXN";693.00000
"MEX";"SAP";"3020";"";"2016M02";"6302006";"60000033";"210CJ301C0";"405301";"SM00";"ACTUAL";"MXN";1223.64000
"MEX";"SAP";"3020";"";"2016M02";"6302006";"60000034";"210CJ300C0";"405301";"SM00";"ACTUAL";"MXN";4871.34000
"MEX";"SAP";"3020";"";"2016M02";"6303505";"60000045";"210CJ20350";"405102";"SM00";"ACTUAL";"MXN";169.60000
"MEX";"SAP";"3020";"";"2016M02";"6411000";"60004304";"210CJ300C0";"405301";"SM00";"ACTUAL";"MXN";-333.69000
"MEX";"SAP";"3020";"";"2016M02";"6900118";"60000023";"210CJA0790";"404001";"SM00";"ACTUAL";"MXN";-6828.84000
"MEX";"SAP";"3021";"";"2016M02";"6024004";"60000307";"210CK20250";"405102";"SM00";"ACTUAL";"MXN";37705.18000
"MEX";"SAP";"3021";"";"2016M02";"6100500";"60003104";"210CK20750";"405102";"SM00";"ACTUAL";"MXN";50750.00000
"MEX";"SAP";"3021";"";"2016M02";"6104553";"41000424";"";;"SM00";"ACTUAL";"MXN";-41910.91000
"MEX";"SAP";"3021";"";"2016M02";"6200559";"60001300";"210CK20150";"405102";"SM00";"ACTUAL";"MXN";452.65000
"MEX";"SAP";"3021";"";"2016M02";"6300000";"60000001";"210CK300C0";"405301";"SM00";"ACTUAL";"MXN";114565.03000
"MEX";"SAP";"3021";"";"2016M02";"6300000";"60000003";"210CKA0290";"404001";"SM00";"ACTUAL";"MXN";1600.00000
"MEX";"SAP";"3021";"";"2016M02";"6300000";"60000025";"210CKA0190";"404001";"SM00";"ACTUAL";"MXN";13547.19000
"MEX";"SAP";"3021";"";"2016M02";"6300000";"60000035";"210CKJ0050";"405102";"SM00";"ACTUAL";"MXN";116.13000
"MEX";"SAP";"3021";"";"2016M02";"6300000";"60000039";"210CKA0390";"404001";"SM00";"ACTUAL";"MXN";580.66000
"MEX";"SAP";"3021";"";"2016M02";"6300005";"60000007";"210CK80090";"404001";"SM00";"ACTUAL";"MXN";4768.00000
"MEX";"SAP";"3021";"";"2016M02";"6300005";"60000009";"210CKA0490";"404001";"SM00";"ACTUAL";"MXN";4646.42000
"MEX";"SAP";"3021";"";"2016M02";"6300005";"60000011";"210CK20050";"405102";"SM00";"ACTUAL";"MXN";4916.24000
"MEX";"SAP";"3021";"";"2016M02";"6300500";"60000022";"210CK20550";"405102";"SM00";"ACTUAL";"MXN";4021.64000
"MEX";"SAP";"3021";"";"2016M02";"6300500";"60000041";"210CK304C0";"405301";"SM00";"ACTUAL";"MXN";193.55000
"MEX";"SAP";"3021";"";"2016M02";"6300500";"60000042";"210CKA0190";"404001";"SM00";"ACTUAL";"MXN";1459.86000
"MEX";"SAP";"3021";"";"2016M02";"6302000";"60000013";"210CKA0590";"404001";"SM00";"ACTUAL";"MXN";4805.56000
"MEX";"SAP";"3021";"";"2016M02";"6302006";"60000033";"210CK20150";"405102";"SM00";"ACTUAL";"MXN";1080.84000
"MEX";"SAP";"3021";"";"2016M02";"6302006";"60000034";"210CK20650";"405102";"SM00";"ACTUAL";"MXN";87.74000
"MEX";"SAP";"3021";"";"2016M02";"6411000";"60004304";"210CK300C0";"405301";"SM00";"ACTUAL";"MXN";-156.48000
"MEX";"SAP";"3022";"";"2016M02";"6025017";"60000226";"210CL20450";"405102";"SM00";"ACTUAL";"MXN";15746.04000
"MEX";"SAP";"3022";"";"2016M02";"6103003";"60001011";"210CL100C0";"405301";"SM00";"ACTUAL";"MXN";859.00000
"MEX";"SAP";"3022";"";"2016M02";"6104650";"60005014";"210CLA0180";"404000";"SM00";"ACTUAL";"MXN";7302.89000
"MEX";"SAP";"3022";"";"2016M02";"6106026";"60003166";"210CLA0290";"404001";"SM00";"ACTUAL";"MXN";548.00000
"MEX";"SAP";"3022";"";"2016M02";"6201007";"60000525";"210CLA0090";"404001";"SM00";"ACTUAL";"MXN";24365.19000
"MEX";"SAP";"3022";"";"2016M02";"6300000";"60000001";"210CLA0090";"404001";"SM00";"ACTUAL";"MXN";478253.48000
"MEX";"SAP";"3022";"";"2016M02";"6300000";"60000035";"210CL300C0";"405301";"SM00";"ACTUAL";"MXN";151.46000
"MEX";"SAP";"3022";"";"2016M02";"6300005";"60000007";"210CL20050";"405102";"SM00";"ACTUAL";"MXN";26027.70000
"MEX";"SAP";"3022";"";"2016M02";"6300005";"60000009";"210CLJ0850";"405102";"SM00";"ACTUAL";"MXN";1287.23000
"MEX";"SAP";"3022";"";"2016M02";"6300005";"60000011";"210CLA0290";"404001";"SM00";"ACTUAL";"MXN";2147.07000
"MEX";"SAP";"3022";"";"2016M02";"6300500";"60000042";"210CL301C0";"405301";"SM00";"ACTUAL";"MXN";501.36000
"MEX";"SAP";"3022";"";"2016M02";"6302001";"60003013";"210CL302C0";"405301";"SM00";"ACTUAL";"MXN";648.00000
"MEX";"SAP";"3022";"";"2016M02";"6302006";"60000034";"210CL300C0";"405301";"SM00";"ACTUAL";"MXN";10011.53000
"MEX";"SAP";"3023";"";"2016M02";"5370104";"60001044";"210CMA0390";"404001";"SM00";"ACTUAL";"MXN";3807.67000
"MEX";"SAP";"3023";"";"2016M02";"6024004";"60000307";"210CM20550";"405102";"SM00";"ACTUAL";"MXN";369.74000
"MEX";"SAP";"3023";"";"2016M02";"6100500";"60003104";"210CMA0090";"404001";"SM00";"ACTUAL";"MXN";430796.00000
"MEX";"SAP";"3023";"";"2016M02";"6103002";"60001004";"210CMA0090";"404001";"SM00";"ACTUAL";"MXN";521.12000
"MEX";"SAP";"3023";"";"2016M02";"6103005";"60001010";"210CMJ02C0";"405301";"SM00";"ACTUAL";"MXN";1667.00000
"MEX";"SAP";"3023";"";"2016M02";"6103015";"60004300";"210CM306C0";"405301";"SM00";"ACTUAL";"MXN";550.00000
"MEX";"SAP";"3023";"";"2016M02";"6106003";"60003164";"210CMA0690";"404001";"SM00";"ACTUAL";"MXN";6751.74000
"MEX";"SAP";"3023";"";"2016M02";"6200559";"60001300";"210CM20650";"405102";"SM00";"ACTUAL";"MXN";2500.26000
"MEX";"SAP";"3023";"";"2016M02";"6300000";"60000001";"210CM20050";"405102";"SM00";"ACTUAL";"MXN";271712.78000
"MEX";"SAP";"3023";"";"2016M02";"6300000";"60000020";"210CMA0690";"404001";"SM00";"ACTUAL";"MXN";737.89000
"MEX";"SAP";"3023";"";"2016M02";"6300000";"60000035";"210CM20150";"405102";"SM00";"ACTUAL";"MXN";116.13000
"MEX";"SAP";"3023";"";"2016M02";"6300000";"60000044";"210CM307C0";"405301";"SM00";"ACTUAL";"MXN";271.89000
"MEX";"SAP";"3023";"";"2016M02";"6300005";"60000009";"210CM20050";"405102";"SM00";"ACTUAL";"MXN";12088.72000
"MEX";"SAP";"3023";"";"2016M02";"6300005";"60000010";"210CM300C0";"405301";"SM00";"ACTUAL";"MXN";10988.97000
"MEX";"SAP";"3023";"";"2016M02";"6300005";"60000011";"210CM600C0";"405301";"SM00";"ACTUAL";"MXN";960.68000
"MEX";"SAP";"3023";"";"2016M02";"6300500";"60000022";"210CMJ0050";"405102";"SM00";"ACTUAL";"MXN";333.34000
"MEX";"SAP";"3023";"";"2016M02";"6300500";"60000042";"210CM306C0";"405301";"SM00";"ACTUAL";"MXN";141.00000
"MEX";"SAP";"3023";"";"2016M02";"6302000";"60000013";"210CMA0790";"404001";"SM00";"ACTUAL";"MXN";2453.13000
"MEX";"SAP";"3023";"";"2016M02";"6302006";"60000033";"210CM20350";"405102";"SM00";"ACTUAL";"MXN";1479.14000
"MEX";"SAP";"3023";"";"2016M02";"6302006";"60000034";"210CM400C0";"405301";"SM00";"ACTUAL";"MXN";752.10000
"MEX";"SAP";"3023";"";"2016M02";"6309602";"60000002";"210CMA0390";"404001";"SM00";"ACTUAL";"MXN";44178.72000
"MEX";"SAP";"3023";"";"2016M02";"6900118";"60000023";"210CMJ09C0";"405301";"SM00";"ACTUAL";"MXN";-942.60000
"MEX";"SAP";"3024";"";"2016M02";"6025017";"60000225";"210CNA0790";"404001";"SM00";"ACTUAL";"MXN";453.23000
"MEX";"SAP";"3024";"";"2016M02";"6103006";"60001007";"210CN300C0";"405301";"SM00";"ACTUAL";"MXN";1421.00000
"MEX";"SAP";"3024";"";"2016M02";"6106003";"60003164";"210CN307C0";"405301";"SM00";"ACTUAL";"MXN";7750.00000
