Zone Identifier;Source Identifier;Company Code;Posting Date;Financial Period;GCOA Account;Local Account;Cost Center;Cognos Account;Cognos Dimension;Measure Code;Currency;Amount
"MEX";"Budget";"3016";"";"2016M11";"6103002";"60001004";"210CF300C0";"405301";"SM00";"BUDGET";"MXN";15000.00000
"MEX";"Budget";"3016";"";"2016M11";"6300000";"60000025";"210CF300C0";"405301";"SM00";"BUDGET";"MXN";7668.67000
"MEX";"Budget";"3016";"";"2016M11";"6300500";"60000042";"210CF300C0";"405301";"SM00";"BUDGET";"MXN";3720.06000
"MEX";"Budget";"3016";"";"2016M12";"6023000";"60000306";"210CF300C0";"405301";"SM00";"BUDGET";"MXN";5506.68000
"MEX";"Budget";"3016";"";"2016M12";"6300000";"60000020";"210CF70070";"403001";"SM00";"BUDGET";"MXN";883.83000
"MEX";"Budget";"3016";"";"2016M12";"6300500";"60000022";"210CF20050";"405102";"SM00";"BUDGET";"MXN";56714.77000
"MEX";"Budget";"3017";"";"2016M01";"5334001";"41001306";"";"405518";"SM00";"BUDGET";"MXN";-7342.33000
"MEX";"Budget";"3017";"";"2016M01";"6200525";"60000813";"210CGA0090";"404001";"SM00";"BUDGET";"MXN";29682.36000
"MEX";"Budget";"3017";"";"2016M01";"6300500";"60000022";"210CG20050";"405102";"SM00";"BUDGET";"MXN";60048.49000
"MEX";"Budget";"3017";"";"2016M02";"6025017";"60000226";"210CG20050";"405102";"SM00";"BUDGET";"MXN";68729.69000
"MEX";"Budget";"3017";"";"2016M02";"6201025";"60000308";"210CG20050";"405102";"SM00";"BUDGET";"MXN";29440.78000
"MEX";"Budget";"3017";"";"2016M02";"6302000";"60000013";"210CG70070";"403001";"SM00";"BUDGET";"MXN";904.88000
"MEX";"Budget";"3017";"";"2016M03";"6024004";"60000307";"210CGA0090";"404001";"SM00";"BUDGET";"MXN";215097.04000
"MEX";"Budget";"3017";"";"2016M03";"6201007";"60000525";"210CGA0090";"404001";"SM00";"BUDGET";"MXN";18806.90000
"MEX";"Budget";"3017";"";"2016M03";"6302000";"60000013";"210CG20050";"405102";"SM00";"BUDGET";"MXN";6483.89000
"MEX";"Budget";"3017";"";"2016M04";"6022000";"60000807";"210CG300C0";"405301";"SM00";"BUDGET";"MXN";87169.44000
"MEX";"Budget";"3017";"";"2016M04";"6106501";"60001103";"210CG300C0";"405301";"SM00";"BUDGET";"MXN";3975.00000
"MEX";"Budget";"3017";"";"2016M04";"6300005";"60000009";"210CGÑ11C0";"405301";"SM00";"BUDGET";"MXN";269.46000
"MEX";"Budget";"3017";"";"2016M04";"6412011";"60001424";"210CGA0080";"404000";"SM00";"BUDGET";"MXN";52811.16000
"MEX";"Budget";"3017";"";"2016M05";"6105014";"60000919";"270CG500F0";"405300";"ZM02";"BUDGET";"MXN";47397.56000
"MEX";"Budget";"3017";"";"2016M05";"6300000";"60000039";"210CG20050";"405102";"SM00";"BUDGET";"MXN";5085.97000
"MEX";"Budget";"3017";"";"2016M05";"6303505";"60001039";"210CG20050";"405102";"SM00";"BUDGET";"MXN";50.71000
"MEX";"Budget";"3017";"";"2016M06";"6104028";"60004518";"210CG300C0";"405301";"SM00";"BUDGET";"MXN";3450.00000
"MEX";"Budget";"3017";"";"2016M06";"6300000";"60000021";"210CG20050";"405102";"SM00";"BUDGET";"MXN";56724.31000
"MEX";"Budget";"3017";"";"2016M06";"6302006";"60000033";"210CGA0090";"404001";"SM00";"BUDGET";"MXN";250307.62000
"MEX";"Budget";"3017";"";"2016M07";"6103006";"60001006";"210CG20050";"405102";"SM00";"BUDGET";"MXN";51.86000
"MEX";"Budget";"3017";"";"2016M07";"6300000";"60000020";"210CGA0090";"404001";"SM00";"BUDGET";"MXN";69875.80000
"MEX";"Budget";"3017";"";"2016M07";"6302006";"60000033";"210CG80090";"404001";"SM00";"BUDGET";"MXN";1427.29000
"MEX";"Budget";"3017";"";"2016M08";"6103006";"60001006";"210CG20050";"405102";"SM00";"BUDGET";"MXN";121.01000
"MEX";"Budget";"3017";"";"2016M08";"6300000";"60000020";"210CG70070";"403001";"SM00";"BUDGET";"MXN";4972.81000
"MEX";"Budget";"1521";"";"2016M04";"6106501";"60001100";"750T5E00C0";"405301";"ZM00";"BUDGET";"MXN";11589.94000
"MEX";"Budget";"1521";"";"2016M05";"6305500";"60004407";"750T5500A0";"405000";"ZM00";"BUDGET";"MXN";223000.00000
"MEX";"Budget";"1521";"";"2016M07";"6100009";"60001101";"750T5500C0";"405301";"ZM00";"BUDGET";"MXN";50.00000
"MEX";"Budget";"1521";"";"2016M08";"6103006";"60001006";"750T5500C0";"405301";"ZM00";"BUDGET";"MXN";2620.00000
"MEX";"Budget";"1521";"";"2016M09";"6103015";"60004404";"750T5N10C0";"405301";"ZM00";"BUDGET";"MXN";1940.00000
"MEX";"Budget";"1521";"";"2016M10";"6202000";"60003000";"750T5500C0";"405301";"ZM00";"BUDGET";"MXN";70.22000
"MEX";"Budget";"1521";"";"2016M11";"6305001";"60003158";"750T5E00C0";"405301";"ZM00";"BUDGET";"MXN";65205.00000
"MEX";"Budget";"1523";"";"2016M01";"6025010";"60000218";"190N1";"405000";"ZM00";"BUDGET";"MXN";521379.28000
"MEX";"Budget";"1531";"";"2016M02";"6105006";"60000906";"570415T9F0";"405300";"ZM02";"BUDGET";"MXN";4221.00000
"MEX";"Budget";"1531";"";"2016M04";"6025010";"60000218";"750K9M00A0";"405000";"ZM00";"BUDGET";"MXN";398373.03000
"MEX";"Budget";"1531";"";"2016M05";"6300000";"60000001";"750K9E00C0";"405301";"ZM00";"BUDGET";"MXN";7714.52000
"MEX";"Budget";"1531";"";"2016M07";"6105014";"60000919";"770K9B00F0";"405300";"ZM02";"BUDGET";"MXN";1143.97000
"MEX";"Budget";"1531";"";"2016M09";"6100500";"60003104";"750K9500C0";"405301";"ZM00";"BUDGET";"MXN";181589.95000
"MEX";"Budget";"1531";"";"2016M10";"6300005";"60000007";"750K9C00A0";"405000";"ZM00";"BUDGET";"MXN";258405.64000
"MEX";"Budget";"1531";"";"2016M12";"6105016";"60000918";"770K9B00F0";"405300";"ZM02";"BUDGET";"MXN";2418.91000
"MEX";"Budget";"1542";"";"2016M02";"6201026";"60003045";"710KC600C0";"405301";"SM00";"BUDGET";"MXN";806.02000
"MEX";"Budget";"1543";"";"2016M12";"6202000";"60000700";"750LD600C0";"405301";"ZM00";"BUDGET";"MXN";3005.05000
"MEX";"Budget";"1561";"";"2016M02";"6303505";"60000004";"750KFC00A0";"405000";"ZM00";"BUDGET";"MXN";45746.26000
"MEX";"Budget";"1561";"";"2016M04";"6308500";"60003112";"750tfe00c0";"405301";"ZM00";"BUDGET";"MXN";7058.91000
"MEX";"Budget";"1561";"";"2016M07";"6101007";"60000215";"750KFM00A0";"405000";"ZM00";"BUDGET";"MXN";59755.86000
"MEX";"Budget";"1561";"";"2016M09";"6104028";"60004518";"750KF600C0";"405301";"ZM00";"BUDGET";"MXN";2000.00000
"MEX";"Budget";"1561";"";"2016M11";"6105529";"60000630";"750KF600C0";"405301";"ZM00";"BUDGET";"MXN";5000.00000
"MEX";"Budget";"1562";"";"2016M02";"6104028";"60004518";"750KGI00A0";"405000";"ZM00";"BUDGET";"MXN";500.00000
"MEX";"Budget";"1562";"";"2016M05";"6302001";"60003013";"750KG600C0";"405301";"ZM00";"BUDGET";"MXN";10000.00000
"MEX";"Budget";"1562";"";"2016M09";"6102000";"60003149";"750KGI00A0";"405000";"ZM00";"BUDGET";"MXN";14812.00000
"MEX";"Budget";"1562";"";"2016M12";"6103008";"60001014";"750KGI00A0";"405000";"ZM00";"BUDGET";"MXN";150.82000
"MEX";"Budget";"1571";"";"2016M11";"6200514";"60000809";"750KHF19C0";"405301";"ZM00";"BUDGET";"MXN";3000.00000
"MEX";"Budget";"2001";"";"2016M01";"6101007";"60000215";"190N1D2640";"405101";"ZM04";"BUDGET";"MXN";24435.63000
"MEX";"Budget";"2001";"";"2016M01";"6200559";"60001300";"190N1D1640";"405101";"ZM04";"BUDGET";"MXN";115800.00000
"MEX";"Budget";"2001";"";"2016M02";"6025017";"60000226";"190N1I50A0";"405000";"ZM04";"BUDGET";"MXN";23805.32000
"MEX";"Budget";"2001";"";"2016M02";"6103015";"60001013";"190N1C04A0";"405000";"ZM04";"BUDGET";"MXN";16.00000
"MEX";"Budget";"2001";"";"2016M02";"6302001";"60003013";"190N1B02A0";"405000";"ZM04";"BUDGET";"MXN";392289.73000
"MEX";"Budget";"2001";"";"2016M03";"6100500";"60003104";"190N1D23A0";"405000";"ZM04";"BUDGET";"MXN";5722.96000
"MEX";"Budget";"2001";"";"2016M03";"6106002";"60003121";"190N1G46A0";"405000";"ZM04";"BUDGET";"MXN";444.00000
"MEX";"Budget";"2001";"";"2016M04";"6025011";"60004204";"190N1D12A0";"405000";"ZM04";"BUDGET";"MXN";2579.23000
"MEX";"Budget";"2001";"";"2016M04";"6103006";"60001006";"190N1D07A0";"405000";"ZM04";"BUDGET";"MXN";3500.00000
"MEX";"Budget";"2001";"";"2016M04";"6300005";"60000007";"190N1B02A0";"405000";"ZM04";"BUDGET";"MXN";2779768.59000
"MEX";"Budget";"2001";"";"2016M05";"6100500";"60003104";"190N1D23A0";"405000";"ZM04";"BUDGET";"MXN";5722.96000
"MEX";"Budget";"2001";"";"2016M05";"6106002";"60003121";"190N1H49A0";"405000";"ZM04";"BUDGET";"MXN";10458.00000
"MEX";"Budget";"2001";"";"2016M06";"6025010";"60000218";"190N1D23A0";"405000";"ZM04";"BUDGET";"MXN";74325.42000
"MEX";"Budget";"2001";"";"2016M06";"6102000";"60003149";"190N1C04A0";"405000";"ZM04";"BUDGET";"MXN";89200.00000
"MEX";"Budget";"2001";"";"2016M06";"6202000";"60003000";"190N1I50A0";"405000";"ZM04";"BUDGET";"MXN";27528.91000
"MEX";"Budget";"2001";"";"2016M07";"6100500";"60003104";"190N1C05A0";"405000";"ZM04";"BUDGET";"MXN";5722.96000
"MEX";"Budget";"2001";"";"2016M07";"6106002";"60003121";"190N1D07A0";"405000";"ZM04";"BUDGET";"MXN";6087.00000
"MEX";"Budget";"2001";"";"2016M08";"6025000";"60000217";"190N1D23A0";"405000";"ZM04";"BUDGET";"MXN";18385.82000
"MEX";"Budget";"2001";"";"2016M08";"6101027";"60000219";"190N1D32A0";"405000";"ZM04";"BUDGET";"MXN";13972.94000
"MEX";"Budget";"2001";"";"2016M08";"6200562";"60001425";"190N1D1640";"405101";"ZM04";"BUDGET";"MXN";94684.15000
"MEX";"Budget";"2001";"";"2016M09";"6100012";"60000608";"190N1D34A0";"405000";"ZM04";"BUDGET";"MXN";9873.00000
"MEX";"Budget";"2001";"";"2016M09";"6105016";"60000918";"170N1500F0";"405300";"ZM02";"BUDGET";"MXN";27623.30000
"MEX";"Budget";"2001";"";"2016M10";"6023000";"60000306";"190N1C03A0";"405000";"ZM04";"BUDGET";"MXN";898.17000
"MEX";"Budget";"2001";"";"2016M10";"6101023";"60000216";"190N1D31A0";"405000";"ZM04";"BUDGET";"MXN";101501.22000
"MEX";"Budget";"2001";"";"2016M10";"6201026";"60003045";"190N1B02A0";"405000";"ZM04";"BUDGET";"MXN";778.05000
"MEX";"Budget";"2001";"";"2016M11";"6100012";"60000608";"190N1D11A0";"405000";"ZM04";"BUDGET";"MXN";36046.00000
"MEX";"Budget";"2001";"";"2016M11";"6105529";"60000630";"190N1337C0";"405301";"ZM04";"BUDGET";"MXN";200000.00000
"MEX";"Budget";"2001";"";"2016M11";"6308512";"60001037";"190N1D11A0";"405000";"ZM04";"BUDGET";"MXN";453.00000
"MEX";"Budget";"2001";"";"2016M12";"6100500";"60003104";"190N1I50A0";"405000";"ZM04";"BUDGET";"MXN";5723.96000
"MEX";"Budget";"2001";"";"2016M12";"6200562";"60001425";"190N1D1640";"405101";"ZM04";"BUDGET";"MXN";94534.15000
"MEX";"Budget";"2003";"";"2016M01";"6101007";"60000215";"190N3D33A0";"405000";"ZM04";"BUDGET";"MXN";39595.20000
"MEX";"Budget";"2003";"";"2016M01";"6200555";"60000800";"190N3D31A0";"405000";"ZM04";"BUDGET";"MXN";99000.00000
"MEX";"Budget";"2003";"";"2016M02";"6101007";"60000215";"190N3D31A0";"405000";"ZM04";"BUDGET";"MXN";4661.87000
"MEX";"Budget";"2003";"";"2016M02";"6106002";"60003121";"190N3C03A0";"405000";"ZM04";"BUDGET";"MXN";7961.66000
"MEX";"Budget";"2003";"";"2016M03";"6020000";"60000300";"190N3D33A0";"405000";"ZM04";"BUDGET";"MXN";44500.00000
"MEX";"Budget";"2003";"";"2016M03";"6103015";"60001013";"190N3439C0";"405301";"ZM04";"BUDGET";"MXN";500.00000
"MEX";"Budget";"2003";"";"2016M03";"6105524";"60000633";"190N3101C0";"405301";"ZM04";"BUDGET";"MXN";8000.00000
"MEX";"Budget";"2003";"";"2016M04";"6020000";"60000300";"190N3D33A0";"405000";"ZM04";"BUDGET";"MXN";44500.00000
"MEX";"Budget";"2003";"";"2016M04";"6103005";"60001009";"190N3439C0";"405301";"ZM04";"BUDGET";"MXN";5822.42000
"MEX";"Budget";"2003";"";"2016M04";"6304502";"60000504";"190N3C04A0";"405000";"ZM04";"BUDGET";"MXN";303961.95000
"MEX";"Budget";"2003";"";"2016M05";"6101027";"60000219";"190N3D12A0";"405000";"ZM04";"BUDGET";"MXN";976636.42000
"MEX";"Budget";"2003";"";"2016M05";"6300000";"60000000";"190N3D06A0";"405000";"ZM04";"BUDGET";"MXN";7363389.42000
"MEX";"Budget";"2003";"";"2016M06";"6101007";"60000215";"190N3D33A0";"405000";"ZM04";"BUDGET";"MXN";144.22000
"MEX";"Budget";"2003";"";"2016M06";"6106005";"60003122";"190N3D1640";"405101";"ZM04";"BUDGET";"MXN";2012.66000
"MEX";"Budget";"2003";"";"2016M07";"6025000";"60000217";"190N3D31A0";"405000";"ZM04";"BUDGET";"MXN";868.09000
"MEX";"Budget";"2003";"";"2016M07";"6103015";"60001013";"190N3D06A0";"405000";"ZM04";"BUDGET";"MXN";600.00000
"MEX";"Budget";"2003";"";"2016M07";"6308512";"60001036";"190N3B02A0";"405000";"ZM04";"BUDGET";"MXN";759.00000
"MEX";"Budget";"2003";"";"2016M08";"6101027";"60000219";"190N3D12A0";"405000";"ZM04";"BUDGET";"MXN";1176081.01000
"MEX";"Budget";"2003";"";"2016M08";"6300000";"60000000";"190N3D06A0";"405000";"ZM04";"BUDGET";"MXN";7787745.18000
"MEX";"Budget";"2003";"";"2016M09";"6101007";"60000215";"190N3D32A0";"405000";"ZM04";"BUDGET";"MXN";28360.90000
"MEX";"Budget";"2003";"";"2016M09";"6106002";"60003121";"190N3D33A0";"405000";"ZM04";"BUDGET";"MXN";71143.06000
"MEX";"Budget";"2003";"";"2016M10";"6025011";"60004204";"190N3C03A0";"405000";"ZM04";"BUDGET";"MXN";94994.98000
"MEX";"Budget";"2003";"";"2016M10";"6105013";"60000909";"170N3500F0";"405300";"ZM02";"BUDGET";"MXN";37895.96000
"MEX";"Budget";"2003";"";"2016M10";"6308512";"60001035";"190N3C03A0";"405000";"ZM04";"BUDGET";"MXN";96.86000
"MEX";"Budget";"2003";"";"2016M11";"6101027";"60000219";"190N3D06A0";"405000";"ZM04";"BUDGET";"MXN";5942.84000
"MEX";"Budget";"2003";"";"2016M11";"6300000";"60000000";"190N3D1640";"405101";"ZM04";"BUDGET";"MXN";23776.37000
"MEX";"Budget";"2003";"";"2016M12";"6100007";"60003148";"190N3439C0";"405301";"ZM04";"BUDGET";"MXN";10562.00000
"MEX";"Budget";"2003";"";"2016M12";"6106005";"60003122";"190N3C03A0";"405000";"ZM04";"BUDGET";"MXN";335.44000
"MEX";"Budget";"2005";"";"2016M01";"6025000";"60000217";"190N5H49A0";"405000";"ZM04";"BUDGET";"MXN";607.92000
"MEX";"Budget";"2005";"";"2016M01";"6101007";"60000215";"190N5D33A0";"405000";"ZM04";"BUDGET";"MXN";179689.96000
"MEX";"Budget";"2005";"";"2016M01";"6105019";"60000908";"170N5500F0";"405300";"ZM02";"BUDGET";"MXN";1158.61000
"MEX";"Budget";"2005";"";"2016M02";"6024004";"60000307";"190N5F45A0";"405000";"ZM04";"BUDGET";"MXN";180.71000
"MEX";"Budget";"2005";"";"2016M02";"6025017";"60000225";"190N5D33A0";"405000";"ZM04";"BUDGET";"MXN";24610.93000
"MEX";"Budget";"2005";"";"2016M02";"6103002";"60001004";"190N5337C0";"405301";"ZM04";"BUDGET";"MXN";467.78000
"MEX";"Budget";"2005";"";"2016M02";"6106002";"60003121";"190N5D06A0";"405000";"ZM04";"BUDGET";"MXN";78566.81000
"MEX";"Budget";"2005";"";"2016M02";"6308502";"60001033";"190N5I50A0";"405000";"ZM04";"BUDGET";"MXN";1057.16000
"MEX";"Budget";"2005";"";"2016M03";"6025013";"60000220";"190N5C03A0";"405000";"ZM04";"BUDGET";"MXN";6.67000
"MEX";"Budget";"2005";"";"2016M03";"6101027";"60000219";"190N5D23A0";"405000";"ZM04";"BUDGET";"MXN";54083.60000
"MEX";"Budget";"2005";"";"2016M03";"6104050";"60001020";"190N5D06A0";"405000";"ZM04";"BUDGET";"MXN";216.40000
"MEX";"Budget";"2005";"";"2016M03";"6202000";"60003000";"190N5D23A0";"405000";"ZM04";"BUDGET";"MXN";25.51000
"MEX";"Budget";"2005";"";"2016M04";"6025010";"60000218";"190N5D23A0";"405000";"ZM04";"BUDGET";"MXN";101720.82000
"MEX";"Budget";"2005";"";"2016M04";"6101023";"60000216";"190N5D1640";"405101";"ZM04";"BUDGET";"MXN";71376.24000
"MEX";"Budget";"2005";"";"2016M04";"6103544";"60005116";"110N550A60";"403000";"SM00";"BUDGET";"MXN";23039.45000
"MEX";"Budget";"3020";"";"2016M05";"6100009";"60001101";"210CJ300C0";"405301";"SM00";"BUDGET";"MXN";2859.00000
"MEX";"Budget";"3020";"";"2016M05";"6300000";"60000001";"210CJA0090";"404001";"SM00";"BUDGET";"MXN";1729086.79000
"MEX";"Budget";"3020";"";"2016M06";"6103003";"60001011";"210CJ300C0";"405301";"SM00";"BUDGET";"MXN";18013.85000
"MEX";"Budget";"3020";"";"2016M06";"6300500";"60000022";"210CJA0090";"404001";"SM00";"BUDGET";"MXN";40338.36000
"MEX";"Budget";"3020";"";"2016M07";"6104050";"60004519";"210CJ300C0";"405301";"SM00";"BUDGET";"MXN";193.16000
"MEX";"Budget";"3020";"";"2016M07";"6303505";"60000045";"210CJ20050";"405102";"SM00";"BUDGET";"MXN";-1762.00000
"MEX";"Budget";"3020";"";"2016M08";"6105007";"60000925";"570415Q6F0";"405300";"ZM02";"BUDGET";"MXN";37233.00000
"MEX";"Budget";"3020";"";"2016M08";"6308510";"60001032";"210CJ300C0";"405301";"SM00";"BUDGET";"MXN";816.94000
"MEX";"Budget";"3020";"";"2016M09";"6106013";"60003175";"210CJ20050";"405102";"SM00";"BUDGET";"MXN";16477.69000
"MEX";"Budget";"3020";"";"2016M10";"5370109";"60001047";"210CJA0090";"404001";"SM00";"BUDGET";"MXN";23.75000
"MEX";"Budget";"3020";"";"2016M10";"6201026";"60003045";"210CJ20050";"405102";"SM00";"BUDGET";"MXN";5618.88000
"MEX";"Budget";"3020";"";"2016M11";"6100500";"60003104";"210CJA0090";"404001";"SM00";"BUDGET";"MXN";935228.02000
"MEX";"Budget";"3020";"";"2016M11";"6300005";"60000007";"210CJ20050";"405102";"SM00";"BUDGET";"MXN";186053.21000
"MEX";"Budget";"3020";"";"2016M12";"6103006";"60001006";"210CJ300C0";"405301";"SM00";"BUDGET";"MXN";4410.66000
"MEX";"Budget";"3020";"";"2016M12";"6302006";"60000033";"210CJ80090";"404001";"SM00";"BUDGET";"MXN";4508.10000
"MEX";"Budget";"3021";"";"2016M01";"6105511";"60000632";"210CK300C0";"405301";"SM00";"BUDGET";"MXN";799.27000
"MEX";"Budget";"3021";"";"2016M02";"6016053";"60005008";"210CKA0080";"404000";"SM00";"BUDGET";"MXN";6514.41000
"MEX";"Budget";"3021";"";"2016M02";"6203504";"60000117";"210CKA0080";"404000";"SM00";"BUDGET";"MXN";19504.41000
"MEX";"Budget";"3021";"";"2016M03";"6104525";"60001207";"210CKA0080";"404000";"SM00";"BUDGET";"MXN";588.27000
"MEX";"Budget";"3021";"";"2016M03";"6304502";"60000504";"210CKA0090";"404001";"SM00";"BUDGET";"MXN";8200.50000
"MEX";"Budget";"3021";"";"2016M04";"6200559";"60001600";"220CK20050";"405102";"SM01";"BUDGET";"MXN";397.74000
"MEX";"Budget";"3021";"";"2016M05";"6103002";"60001004";"210CK70070";"403001";"SM00";"BUDGET";"MXN";480.93000
"MEX";"Budget";"3021";"";"2016M05";"6303505";"60000004";"210CKA0090";"404001";"SM00";"BUDGET";"MXN";4545.45000
"MEX";"Budget";"3021";"";"2016M06";"6200559";"60001700";"220CK20050";"405102";"SM01";"BUDGET";"MXN";427.47000
"MEX";"Budget";"3021";"";"2016M07";"6103002";"60001004";"210CK300C0";"405301";"SM00";"BUDGET";"MXN";240.46000
"MEX";"Budget";"3021";"";"2016M07";"6303505";"60000004";"210CKA0090";"404001";"SM00";"BUDGET";"MXN";4545.45000
"MEX";"Budget";"3021";"";"2016M08";"6201007";"60000525";"210CKA0090";"404001";"SM00";"BUDGET";"MXN";28916.62000
"MEX";"Budget";"3021";"";"2016M09";"6103006";"60001006";"210CK20050";"405102";"SM00";"BUDGET";"MXN";1923.72000
"MEX";"Budget";"3021";"";"2016M09";"6308501";"60001030";"210CKA0090";"404001";"SM00";"BUDGET";"MXN";7440.90000
"MEX";"Budget";"3021";"";"2016M10";"6201007";"60000525";"210CKA0090";"404001";"SM00";"BUDGET";"MXN";28916.62000
"MEX";"Budget";"3021";"";"2016M11";"6103003";"60001011";"210CKA0090";"404001";"SM00";"BUDGET";"MXN";479.96000
"MEX";"Budget";"3021";"";"2016M11";"6302006";"60000033";"210CK80090";"404001";"SM00";"BUDGET";"MXN";1994.05000
"MEX";"Budget";"3021";"";"2016M12";"6201007";"60000525";"210CKA0090";"404001";"SM00";"BUDGET";"MXN";28916.62000
"MEX";"Budget";"3022";"";"2016M01";"6104525";"60003036";"210CLA0080";"404000";"SM00";"BUDGET";"MXN";106061.91000
"MEX";"Budget";"3022";"";"2016M01";"6302006";"60000033";"210CL80090";"404001";"SM00";"BUDGET";"MXN";896.77000
"MEX";"Budget";"3022";"";"2016M02";"6105014";"60000919";"270CL500F0";"405300";"ZM02";"BUDGET";"MXN";19685.07000
"MEX";"Budget";"3022";"";"2016M02";"6303505";"60000004";"210CL300C0";"405301";"SM00";"BUDGET";"MXN";2703.30000
"MEX";"Budget";"3022";"";"2016M03";"6105007";"60000925";"570415Q8F0";"405300";"ZM02";"BUDGET";"MXN";76239.00000
"MEX";"Budget";"3022";"";"2016M03";"6302006";"60000034";"210CL300C0";"405301";"SM00";"BUDGET";"MXN";16614.86000
"MEX";"Budget";"3022";"";"2016M04";"6105017";"60000917";"570415Q8F0";"405300";"ZM02";"BUDGET";"MXN";52768.02000
"MEX";"Budget";"3022";"";"2016M04";"6304502";"60000504";"210CL20050";"405102";"SM00";"BUDGET";"MXN";757.67000
"MEX";"Budget";"3022";"";"2016M05";"6106501";"60001103";"210CL300C0";"405301";"SM00";"BUDGET";"MXN";765.18000
"MEX";"Budget";"3022";"";"2016M05";"6308512";"60001037";"210CL300C0";"405301";"SM00";"BUDGET";"MXN";522.68000
"MEX";"Budget";"3022";"";"2016M06";"6106501";"60001103";"210CL300C0";"405301";"SM00";"BUDGET";"MXN";765.18000
"MEX";"Budget";"3022";"";"2016M06";"6412011";"60001424";"210CLA0080";"404000";"SM00";"BUDGET";"MXN";9299.46000
"MEX";"Budget";"3022";"";"2016M07";"6200563";"60001413";"210CL20050";"405102";"SM00";"BUDGET";"MXN";125.24000
"MEX";"Budget";"3022";"";"2016M08";"6020000";"60000300";"210CL20050";"405102";"SM00";"BUDGET";"MXN";54524.20000
"MEX";"Budget";"3022";"";"2016M08";"6201025";"60000308";"210CL20050";"405102";"SM00";"BUDGET";"MXN";32018.25000
"MEX";"Budget";"3022";"";"2016M09";"6025000";"60000217";"210CL20050";"405102";"SM00";"BUDGET";"MXN";53878.04000
"MEX";"Budget";"3022";"";"2016M09";"6201026";"60003048";"210CL300C0";"405301";"SM00";"BUDGET";"MXN";261.94000
"MEX";"Budget";"3022";"";"2016M10";"6103003";"60001011";"210CL300C0";"405301";"SM00";"BUDGET";"MXN";10546.98000
"MEX";"Budget";"3022";"";"2016M10";"6300005";"60000007";"210CL80090";"404001";"SM00";"BUDGET";"MXN";14407.90000
"MEX";"Budget";"3022";"";"2016M11";"6103015";"60001013";"210CL300C0";"405301";"SM00";"BUDGET";"MXN";1816.31000
"MEX";"Budget";"3022";"";"2016M11";"6302000";"60000013";"210CL70070";"403001";"SM00";"BUDGET";"MXN";439.00000
"MEX";"Budget";"3022";"";"2016M12";"6104525";"60003036";"210CLA0080";"404000";"SM00";"BUDGET";"MXN";106061.91000
"MEX";"Budget";"3022";"";"2016M12";"6302006";"60000033";"210CL20050";"405102";"SM00";"BUDGET";"MXN";21164.95000
"MEX";"Budget";"3023";"";"2016M01";"6103006";"60001006";"210CMA0090";"404001";"SM00";"BUDGET";"MXN";644.83000
"MEX";"Budget";"3023";"";"2016M01";"6300000";"60000025";"210CM80090";"404001";"SM00";"BUDGET";"MXN";4839.45000
"MEX";"Budget";"3023";"";"2016M02";"6016053";"60005008";"210CMA0080";"404000";"SM00";"BUDGET";"MXN";5610.00000
"MEX";"Budget";"3023";"";"2016M02";"6105006";"60000906";"570415Q9F0";"405300";"ZM02";"BUDGET";"MXN";19698.00000
"MEX";"Budget";"3023";"";"2016M02";"6300500";"60000022";"210CM70070";"403001";"SM00";"BUDGET";"MXN";788.40000
"MEX";"Budget";"3023";"";"2016M03";"6020000";"60000300";"210CM300C0";"405301";"SM00";"BUDGET";"MXN";6564.38000
"MEX";"Budget";"3023";"";"2016M03";"6104084";"60001017";"210CMA0090";"404001";"SM00";"BUDGET";"MXN";4241.16000
"MEX";"Budget";"3023";"";"2016M03";"6300000";"60000035";"210CM80090";"404001";"SM00";"BUDGET";"MXN";132.67000
"MEX";"Budget";"3023";"";"2016M04";"6005501";"60001104";"210CM300C0";"405301";"SM00";"BUDGET";"MXN";7689.00000
"MEX";"Budget";"3023";"";"2016M04";"6104706";"60005010";"210CMA0080";"404000";"SM00";"BUDGET";"MXN";10545.10000
"MEX";"Budget";"3023";"";"2016M04";"6300500";"60000022";"210CMA0090";"404001";"SM00";"BUDGET";"MXN";4796.49000
"MEX";"Budget";"3023";"";"2016M05";"6103002";"60001004";"210CM20050";"405102";"SM00";"BUDGET";"MXN";9512.81000
"MEX";"Budget";"3023";"";"2016M05";"6201004";"60000526";"210CMA00D0";"405600";"SM00";"BUDGET";"MXN";391332.46000
"MEX";"Budget";"3023";"";"2016M05";"6303505";"60000046";"210CM70070";"403001";"SM00";"BUDGET";"MXN";30.77000
"MEX";"Budget";"3023";"";"2016M06";"6103005";"60001010";"210CM20050";"405102";"SM00";"BUDGET";"MXN";776.00000
"MEX";"Budget";"3023";"";"2016M06";"6300000";"60000003";"210CM300C0";"405301";"SM00";"BUDGET";"MXN";2571.08000
"MEX";"Budget";"3023";"";"2016M07";"5370106";"60001042";"210CMA0090";"404001";"SM00";"BUDGET";"MXN";5425.01000
"MEX";"Budget";"3023";"";"2016M07";"6105014";"60000919";"270CM500F0";"405300";"ZM02";"BUDGET";"MXN";25168.03000
"MEX";"Budget";"3023";"";"2016M07";"6302000";"60000013";"210CMA0090";"404001";"SM00";"BUDGET";"MXN";6045.05000
"MEX";"Budget";"3023";"";"2016M08";"6101023";"60000216";"210CM20050";"405102";"SM00";"BUDGET";"MXN";68980.00000
