Zone Identifier;GL Account Code;Cost Center Code;GCOA Account Code;Sub Package Code
"MEX";"60000305";"210C721250";;"238"
"MEX";"60000009";"190N5D24A0";"6300005";"273"
"MEX";"60000036";"210C5306C0";"6300000";"261"
"MEX";"60001011";"210C8A0290";"6103003";"349"
"MEX";"60000006";"190NED2640";"6306500";"277"
"MEX";"60000818";"210C5A2390";"6104538";"186"
"MEX";"60000010";"210CP900C0";"6300005";"273"
"MEX";"60000117";"210C2A0280";"6203504";"181"
"MEX";"60000011";"5705M5H4F0";"6300005";"273"
"MEX";"60000042";"210CS21850";"6300500";"262"
"MEX";"60004502";"210C7304C0";"6303521";"455"
"MEX";"60000001";"210C5307C0";"6300000";"261"
"MEX";"60000007";"210CJ20950";"6300005";"273"
"MEX";"60001007";"210CR400C0";"6103006";"447"
"MEX";"60000023";"5N0I13B2C0";"6900118";"335"
"MEX";"60001030";"210CAA0790";"6308501";"452"
"MEX";"60001006";"210CO303C0";"6103006";"240"
"MEX";"60001004";"210C4A0590";"6103002";"241"
"MEX";"60001021";"210C5A0490";"6104050";"116"
"MEX";"60000300";"210C1304C0";"6020000";"247"
"MEX";"60003112";"210CPA0490";"6308500";"278"
"MEX";"60003128";"210CO303C0";"6100503";"208"
"MEX";"60003104";"210COA1690";"6100500";"208"
"MEX";"60000022";"210CG100C0";"6300500";"262"
"MEX";"60001103";"690K1938C0";"6106501";"244"
"MEX";"60004519";"210CS70070";"6104050";"116"
"MEX";"60000051";"750KFM00A0";"6309607";"335"
"MEX";"60000202";"210CA328C0";"6101029";"147"
"MEX";"60000801";"210CF307C0";"6200553";"106"
"MEX";"60001017";"580C1AG5C0";"6104084";"116"
"MEX";"60000039";"880OB403C0";"6300000";"261"
"MEX";"60004519";"210C5J0570";"6104050";"116"
"MEX";"60001014";"210CPA0490";"6103008";"253"
"MEX";"60004311";"210CA328C0";"6106019";"204"
"MEX";"60000238";"210C120430";;"435"
"MEX";"60001013";"5705M5J1F0";"6103015";"447"
"MEX";"60000214";"190N9D1640";"6102561";"137"
"MEX";"60001003";"750T3E00A0";"6103002";"447"
"MEX";"60000013";"210C120030";"6302000";"269"
"MEX";"60000217";"390L4337C0";"6025000";"144"
"MEX";"60000012";"390L5439C0";"6302006";"269"
"MEX";"60005111";"A10S979C60";"6103533";"157"
"MEX";"60000049";"210C2A1F90";"6300000";"261"
"MEX";"60001006";"570C1AF8C0";"6103006";"240"
"MEX";"60000011";"210C220330";"6300005";"273"
"MEX";"60000023";"210C620730";"6900118";"335"
"MEX";"60000001";"210C521030";"6300000";"261"
"MEX";"60001006";"580C1AF4C0";"6103006";"240"
"MEX";"60001105";"210CO318C0";"6005502";"244"
"MEX";"60000045";"210CA80090";"6303505";"270"
"MEX";"60003013";"210CJ400C0";"6302001";"330"
"MEX";"60005011";"210CSA2180";"6104501";"409"
"MEX";"60000039";"190N1G46A0";"6300000";"261"
"MEX";"60000025";"750IE400C0";"6300000";"261"
"MEX";"60001029";"210C5A2190";"6103015";"447"
"MEX";"60000039";"210C520030";"6300000";"261"
"MEX";"60000226";"210CSA0590";"6025017";"145"
"MEX";"60000026";"210CLA0490";"6304006";"332"
"MEX";"60001013";"190NED23A0";"6103015";"447"
"MEX";"60000213";"210C7A0590";"6201015";"124"
"MEX";"60000034";"570CAA32C0";"6302006";"269"
"MEX";"60004518";"880OB905C0";"6104028";"116"
"MEX";"60003013";"A106JR00C0";"6302001";"330"
"MEX";"60001020";"210COA0390";"6104050";"449"
"MEX";"60000911";"570513L3F0";"6105002";"215"
"MEX";"60004519";"210C2100C0";"6104050";"116"
"MEX";"60001413";"210CH20150";"6200563";"427"
"MEX";"60000023";"750T5600C0";"6900118";"335"
"MEX";"60000049";"210C521050";"6300000";"261"
"MEX";"60000025";"A106JV00H0";"6300000";"261"
"MEX";"60001030";"7102E600C0";"6308501";"278"
"MEX";"60004404";"210CA21230";"6103015";"352"
"MEX";"60001600";"220C620050";"6200559";"210"
"MEX";"60004404";"210CA21950";"6103015";"352"
"MEX";"60000033";"190N1439C0";"6302006";"269"
"MEX";"60001016";"190N9D33A0";"6104036";"449"
"MEX";"60000035";"210C120030";"6300000";"262"
"MEX";"60000513";"210CRA0890";"6201020";"457"
"MEX";"60003104";"210CA20750";"6100500";"208"
"MEX";"60000093";"690K1E1420";"6300000";"261"
"MEX";"60001012";"A106JR02H0";"6103015";"241"
"MEX";"60001016";"580B1035C0";"6104036";"116"
"MEX";"60001017";"210CMJ02C0";"6104084";"116"
"MEX";"60000035";"210C520030";"6300000";"262"
"MEX";"60000001";"570I19W4C0";"6300000";"261"
"MEX";"60000097";"750T1M00A0";"6300000";"261"
"MEX";"60000013";"210C521350";"6302000";"269"
"MEX";"60004519";"210C4100C0";"6104050";"449"
"MEX";"60001019";"210C780090";"6104085";"449"
"MEX";"60005012";"580C1AF7C0";"6104501";"409"
"MEX";"60001003";"210CJ100C0";"6103002";"447"
"MEX";"60000005";"210C7300C0";"6103015";"447"
"MEX";"60000007";"210CL303C0";"6300005";"273"
"MEX";"60000022";"190N5C05A0";"6300500";"262"
"MEX";"60001014";"570IM981C0";"6103008";"253"
"MEX";"60000003";"880OBH07A0";"6300000";"261"
"MEX";"60000022";"210CO21130";"6300500";"262"
"MEX";"60004300";"210CA300C0";"6103015";"352"
"MEX";"60000308";"210CF300C0";"6201025";"124"
"MEX";"60000001";"880OBD2840";"6300000";"261"
"MEX";"60000011";"210C4400C0";"6300005";"273"
"MEX";"60005013";"210CIA0680";"6104655";"199"
"MEX";"60004519";"750T1600C0";"6104050";"116"
"MEX";"60000217";"660K6C04A0";"6025000";"144"
"MEX";"60001012";"A106JR06H0";"6103015";"241"
"MEX";"60000020";"580I1DV2C0";"6300000";"261"
"MEX";"60001004";"210C5J02C0";"6103002";"241"
"MEX";"60000020";"210CS22330";"6300000";"261"
"MEX";"60000013";"570515G8F0";"6302000";"269"
"MEX";"60000002";"210C820030";"6309602";"334"
"MEX";"60000800";"210CF306C0";"6200555";"106"
"MEX";"60000020";"570MM379C0";"6300000";"261"
"MEX";"60000003";"210C521850";"6300000";"261"
"MEX";"60000004";"210CI302C0";"6303505";"270"
"MEX";"60000919";"270CC500F0";"6105014";"404"
"MEX";"60000036";"210CQ22030";"6300000";"261"
"MEX";"60001413";"210CM20650";"6200563";"427"
"MEX";"60005008";"210CJA0180";"6016053";"190"
"MEX";"60000011";"1907GD49C0";"6300005";"273"
"MEX";"60004404";"210CQ311C0";"6103015";"352"
"MEX";"60000043";"210CG400C0";"6300000";"261"
"MEX";"60000212";"210C820630";;"435"
"MEX";"60004524";"750KC600C0";"6104023";"114"
"MEX";"60000046";"210CF20230";"6303505";"270"
"MEX";"60001400";"210CM20450";"6200562";"420"
"MEX";"60001101";"210CH314C0";"6100009";"246"
"MEX";"60001033";"210C3400C0";"6308502";"452"
"MEX";"60000013";"580I19B9C0";"6302000";"269"
"MEX";"60000003";"580B1067C0";"6300000";"261"
"MEX";"60003045";"110N9337C0";"6201026";"103"
"MEX";"60000021";"210C2J0570";"6300000";"261"
"MEX";"60004407";"210CJ400C0";"6305500";"279"
"MEX";"60000035";"210C5A1090";"6300000";"262"
"MEX";"60004312";"210C1A0390";"6104501";"184"
"MEX";"60001003";"190N3C05A0";"6103002";"447"
"MEX";"60001413";"210C520530";"6200563";"210"
"MEX";"60004404";"750T1N00A0";"6103015";"447"
"MEX";"60000513";"210CBA0090";"6201020";"457"
"MEX";"60000008";"5704M5A7F0";"6300005";"273"
"MEX";"60000010";"210CG300C0";"6300005";"273"
"MEX";"60000800";"210CSA2390";"6200555";"467"
"MEX";"60000009";"5705M5J1F0";"6300005";"273"
"MEX";"60001400";"210CC20930";"6200562";"420"
"MEX";"60001701";"210CO21650";"6200559";"210"
"MEX";"60000511";"210CC20230";;"235"
"MEX";"60001007";"210CP20550";"6103006";"240"
"MEX";"60001014";"570X1437C0";"6103008";"453"
"MEX";"60000001";"570X1321C0";"6300000";"261"
"MEX";"60001018";"210CA80090";"6104035";"116"
"MEX";"60001018";"210CRA0190";"6104035";"449"
"MEX";"60000047";"210CI302C0";"6302006";"269"
"MEX";"60001018";"210CEA0690";"6104035";"116"
"MEX";"60000040";"210CJ307C0";"6300000";"261"
"MEX";"60000034";"210C921050";"6302006";"269"
"MEX";"60001200";"210CQA1380";"6104528";"187"
"MEX";"60001103";"750T5E00C0";"6106501";"244"
"MEX";"60001422";"210C720430";;"139"
"MEX";"60000008";"750KFL0040";"6300005";"273"
"MEX";"60001032";"190N7D1640";"6308510";"278"
"MEX";"60000042";"210CB20450";"6300500";"262"
"MEX";"60000026";"210CS20030";"6304006";"322"
"MEX";"60000049";"210CC80090";"6300000";"261"
"MEX";"60001004";"A806JU00C0";"6103002";"241"
"MEX";"60000020";"390L1101C0";"6300000";"261"
"MEX";"60004105";"210C4A0080";"6450000";"188"
"MEX";"60000011";"210C9100C0";"6300005";"273"
"MEX";"60000003";"190N1D1320";"6300000";"261"
"MEX";"60000040";"210C121F30";"6300000";"261"
"MEX";"60000045";"570X1914C0";"6303505";"270"
"MEX";"60000044";"210CA309C0";"6300000";"261"
"MEX";"60000048";"210CJ20430";"6302006";"269"
"MEX";"60000021";"570IM984C0";"6300000";"261"
"MEX";"60000020";"210CMA0690";"6300000";"261"
"MEX";"60001004";"210CE300C0";"6103002";"447"
"MEX";"60004300";"210CPA0390";"6103015";"352"
"MEX";"60001413";"210CH21040";"6200563";"428"
"MEX";"60000308";"210CAA1090";"6201025";"124"
"MEX";"60000025";"210C7307C0";"6300000";"261"
"MEX";"60000813";"210CS308C0";"6200525";"106"
"MEX";"60004412";"210COA1590";"6303507";"270"
"MEX";"60001039";"190N5D33A0";"6303505";"270"
"MEX";"60000045";"210CO70070";"6303505";"270"
"MEX";"60000020";"210CM304C0";"6300000";"261"
"MEX";"60000014";"210CG100C0";"6309600";"333"
"MEX";"60000007";"A806JR02H0";"6300005";"273"
"MEX";"60000043";"190N9FA2A0";"6300000";"261"
"MEX";"60000809";"210CQA0090";"6200514";"106"
"MEX";"60005111";"A10S975G60";"6103533";"157"
"MEX";"60003112";"210C320350";"6308500";"278"
"MEX";"60000021";"210C220850";"6300000";"261"
"MEX";"60000910";"67046500F0";"6105001";"214"
"MEX";"60000023";"190N1D49C0";"6900118";"391"
"MEX";"60004300";"57041514F0";"6103015";"352"
"MEX";"60000034";"210CEA0290";"6302006";"269"
"MEX";"60000049";"210CP20030";"6300000";"261"
"MEX";"60001032";"750T3N03A0";"6308510";"278"
"MEX";"60000041";"210CS20730";"6300500";"262"
"MEX";"60000040";"210CJ20030";"6300000";"261"
"MEX";"60000005";"210C6300C0";"6103015";"330"
"MEX";"60000013";"210CU80090";"6302000";"269"
"MEX";"60005011";"210CGA0680";"6104501";"409"
"MEX";"60000049";"210CJA1190";"6300000";"261"
"MEX";"60003013";"210CH22030";"6302001";"330"
"MEX";"60000020";"190NED33A0";"6300000";"261"
"MEX";"60000807";"210CO316C0";"6022000";"247"
"MEX";"60000231";"210C6A0090";"6201008";"456"
"MEX";"60000020";"190N3D1320";"6300000";"261"
"MEX";"60001103";"210CRJ01C0";"6106501";"244"
"MEX";"60001003";"210CM306C0";"6103002";"447"
"MEX";"60000008";"190N3D2740";"6300005";"273"
"MEX";"60000231";"210C4A0090";"6201008";"456"
"MEX";"60000220";"190N9I50A0";"6025013";"150"
"MEX";"60000109";"190N1D2520";;"433"
"MEX";"60001032";"190N5D2740";"6308510";"452"
"MEX";"60000040";"210CN300C0";"6300000";"261"
"MEX";"60003121";"210C1302C0";"6106002";"201"
"MEX";"60000040";"210CB20450";"6300000";"261"
"MEX";"60000026";"690K2C07A0";"6304006";"322"
"MEX";"60000023";"210CQ20730";"6900118";"335"
"MEX";"60001012";"210C8A0690";"6103015";"241"
"MEX";"60000025";"210CS308C0";"6300000";"261"
"MEX";"60000060";"190N1D36A0";"6300005";"273"
"MEX";"60000021";"210CF20850";"6300000";"261"
"MEX";"60000010";"210CJJ0050";"6300005";"273"
"MEX";"60000022";"210CF20730";"6300500";"262"
"MEX";"60000013";"210CO302C0";"6302000";"269"
"MEX";"60000023";"210CN80090";"6900118";"391"
"MEX";"60000041";"210C7301C0";"6300500";"262"
"MEX";"60001014";"580M1YK6C0";"6103008";"453"
"MEX";"60001009";"210CE80090";"6103005";"447"
"MEX";"60000051";"210CN400C0";"6309607";"335"
"MEX";"60000040";"210CS20850";"6300000";"261"
"MEX";"60001009";"570IM9I8C0";"6103005";"348"
"MEX";"60000043";"580213C8C0";"6300000";"261"
"MEX";"60000026";"750T1600C0";"6304006";"322"
"MEX";"60000012";"210CPA0090";"6302006";"269"
"MEX";"60000023";"210C920950";"6900118";"391"
"MEX";"60001011";"580C1AF4C0";"6103003";"447"
"MEX";"60000009";"750T1N03A0";"6300005";"273"
"MEX";"60000003";"210CQA1390";"6300000";"261"
"MEX";"60004300";"210CEA0490";"6103015";"447"
"MEX";"60000300";"210CH20050";"6020000";"247"
"MEX";"60001031";"210CS100C0";"6308501";"278"
"MEX";"60000001";"190NBD33A0";"6300000";"261"
"MEX";"60001100";"210C241FC0";"6106501";"244"
"MEX";"60000040";"210CAA1190";"6300000";"261"
"MEX";"60001425";"220CD20050";"6200562";"420"
"MEX";"60004404";"210CQ300C0";"6103015";"352"
"MEX";"60000511";"210CK20230";;"919"
"MEX";"60000801";"210C1A0490";"6200553";"106"
"MEX";"60001200";"210C8A0180";"6104528";"187"
"MEX";"60000305";"210CQ20430";;"238"
"MEX";"60001025";"190N3439C0";"6103003";"447"
"MEX";"60001422";"660K6K1820";;"139"
"MEX";"60000218";"690K1E43A0";"6025010";"147"
"MEX";"60000513";"210C520150";"6201020";"124"
"MEX";"60000007";"210C6A1390";"6300005";"273"
"MEX";"60001046";"210C5A0090";"5370108";"451"
"MEX";"60003013";"390L2M0640";"6302001";"330"
"MEX";"60003166";"210CJ300C0";"6106026";"201"
"MEX";"60000041";"210CG20150";"6300500";"262"
"MEX";"60001101";"210CR303C0";"6100009";"246"
"MEX";"60000040";"1901GD2740";"6300000";"261"
"MEX";"60000049";"210C620050";"6300000";"261"
"MEX";"60000057";"750T1L0020";"6300005";"273"
"MEX";"60000010";"210CEJ0890";"6300005";"273"
"MEX";"60001004";"210C4A0590";"6103002";"447"
"MEX";"60000040";"210CM20350";"6300000";"261"
"MEX";"60000009";"210C6313C0";"6300005";"273"
"MEX";"60000043";"210CQ20530";"6300000";"261"
"MEX";"60000237";"210CG20030";;"435"
"MEX";"60001009";"210C3300C0";"6103005";"348"
"MEX";"60000049";"580I19E9C0";"6300000";"261"
"MEX";"60000010";"210C5A2290";"6300005";"273"
"MEX";"60000226";"210C8A1690";"6025017";"145"
"MEX";"60001029";"210C5A1090";"6103015";"276"
"MEX";"60000023";"210C920150";"6900118";"335"
"MEX";"60000013";"210CIA0490";"6302000";"269"
"MEX";"60000041";"210C5310C0";"6300500";"262"
"MEX";"60000044";"210C420050";"6300000";"261"
"MEX";"60000305";"210CR20750";;"922"
"MEX";"60001100";"210CM100C0";"6106501";"244"
"MEX";"60003013";"210C720450";"6302001";"330"
"MEX";"60000022";"210C520330";"6300500";"262"
"MEX";"60001035";"210CQ100C0";"6308512";"452"
"MEX";"60000033";"570X1320C0";"6302006";"269"
"MEX";"60000039";"210C6A0690";"6300000";"261"
"MEX";"60000040";"210CH20930";"6300000";"261"
"MEX";"60001004";"210C921350";"6103002";"447"
"MEX";"60000003";"210CS309C0";"6300000";"261"
"MEX";"60001700";"210C820530";"6200559";"210"
"MEX";"60001207";"210CR80090";"6104525";"187"
"MEX";"60000008";"190N1C05A0";"6300005";"273"
"MEX";"60003013";"210C522230";"6302001";"330"
"MEX";"60005109";"A10S970I60";"6103548";"159"
"MEX";"60000035";"210CJ301C0";"6300000";"261"
"MEX";"60000044";"A8086D02C0";"6300000";"261"
"MEX";"60001007";"210CJ301C0";"6103006";"447"
"MEX";"60000040";"210CAA1790";"6300000";"261"
"MEX";"60003104";"210CHA0490";"6100500";"208"
"MEX";"60001007";"210CBJ0570";"6103006";"240"
"MEX";"60000041";"210CH306C0";"6300500";"262"
"MEX";"60000038";"750LD600C0";"6306500";"277"
"MEX";"60000049";"750T4E00A0";"6300000";"261"
"MEX";"60000003";"210CMA0090";"6300000";"261"
"MEX";"60000214";"210CJ20730";"6102561";"137"
"MEX";"60005007";"210CEA0580";"6104627";"191"
"MEX";"60000001";"210CM304C0";"6300000";"261"
"MEX";"60000040";"210C5J01C0";"6300000";"261"
"MEX";"60001016";"210CAA1790";"6104036";"449"
"MEX";"60000800";"210CFA0790";"6200555";"467"
"MEX";"60000023";"210C520030";"6900118";"335"
"MEX";"60000911";"57041515C0";"6105002";"215"
"MEX";"60000036";"210C920950";"6300000";"262"
"MEX";"60000309";"210C521650";"6102561";"137"
"MEX";"60000215";"190NDE43A0";"6101007";"142"
"MEX";"60000039";"210CS20930";"6300000";"261"
"MEX";"60000305";"210CF20450";;"922"
"MEX";"60000011";"210CLJ0570";"6300005";"273"
"MEX";"60004311";"5705A315C0";"6106019";"204"
"MEX";"60000025";"210CL302C0";"6300000";"261"
"MEX";"60000504";"570C1AF6C0";"6304502";"332"
"MEX";"60000305";"210CN20230";;"238"
"MEX";"60000035";"210C6A0690";"6300000";"262"
"MEX";"60000007";"570X1914C0";"6300005";"273"
"MEX";"60000307";"210C5J01C0";"6024004";"243"
"MEX";"60000308";"210CIA0590";"6201025";"124"
"MEX";"60000817";"210C6A0580";"6104510";"187"
"MEX";"60001011";"210CQ320C0";"6103003";"447"
"MEX";"60000010";"750T3N01A0";"6300005";"273"
"MEX";"60001012";"5705M593F0";"6103015";"447"
"MEX";"60000004";"210COA0790";"6303505";"270"
"MEX";"60001016";"690K2C07A0";"6104036";"116"
"MEX";"60001018";"210CAA1290";"6104035";"449"
"MEX";"60000002";"210C6A0690";"6309602";"334"
"MEX";"60001031";"210CR100C0";"6308501";"278"
"MEX";"60000020";"580P1654C0";"6300000";"261"
"MEX";"60002001";"210CQ20050";"6101000";"138"
"MEX";"60001010";"5705M498C0";"6103005";"447"
"MEX";"60000508";"210CA80090";"6201004";"123"
"MEX";"60003158";"210C6300C0";"6305001";"322"
"MEX";"60001035";"190N5C05A0";"6308512";"452"
"MEX";"60001103";"5705M396C0";"6106501";"244"
"MEX";"60000049";"210CQA0990";"6300000";"261"
"MEX";"60000013";"1907GD2740";"6302000";"269"
"MEX";"60000022";"210C720430";"6300500";"262"
"MEX";"60000033";"210CI300C0";"6302006";"269"
"MEX";"60000039";"210CA20430";"6300000";"261"
"MEX";"60001016";"210CCA0090";"6104036";"116"
"MEX";"60000035";"210C920950";"6300000";"261"
"MEX";"60000007";"210CS21150";"6300005";"273"
"MEX";"60000033";"210CKA0490";"6302006";"269"
"MEX";"60003013";"110L5L8720";"6302001";"330"
"MEX";"60001012";"210C320050";"6103015";"447"
"MEX";"60001015";"190NBC05A0";"6104036";"449"
"MEX";"60000003";"210CC80090";"6300000";"261"
"MEX";"60001012";"210CSA2390";"6103015";"241"
"MEX";"60000045";"570X1AB1C0";"6303505";"270"
"MEX";"60000011";"210CO21630";"6300005";"273"
"MEX";"60000049";"210CSA0090";"6300000";"261"
"MEX";"60000049";"210CIA0690";"6300000";"261"
"MEX";"60000807";"210C7A0990";"6022000";"247"
"MEX";"60000236";"210C621530";;"923"
"MEX";"60000023";"210C520830";"6900118";"391"
"MEX";"60000511";"210CQ21730";;"235"
"MEX";"60001011";"190N1G46A0";"6103003";"447"
"MEX";"60000504";"690K2E06A0";"6304502";"322"
"MEX";"60001011";"190N9D1640";"6103003";"349"
"MEX";"60001007";"210CMA0090";"6103006";"240"
"MEX";"60000033";"210CAA1090";"6302006";"269"
"MEX";"60000203";"210CA318C0";;"147"
"MEX";"60000035";"210C6A0190";"6300000";"262"
"MEX";"60000211";"210C3A0880";"6104539";"186"
"MEX";"60000049";"5705A341C0";"6300000";"261"
"MEX";"60000039";"210C121F50";"6300000";"261"
"MEX";"60000013";"750K9L0120";"6302000";"269"
"MEX";"60000034";"5705A322C0";"6302006";"269"
"MEX";"60000002";"210C920150";"6309602";"334"
"MEX";"60000217";"5705A312C0";"6025000";"144"
"MEX";"60000038";"210CR21F50";"6306500";"277"
"MEX";"60000009";"190NEG4720";"6300005";"273"
"MEX";"60001018";"210CMA0490";"6104035";"449"
"MEX";"60003013";"210C920550";"6302001";"330"
"MEX";"60000702";"210CSA2390";"6202000";"103"
"MEX";"60000202";"210CPA0290";"6101029";"147"
"MEX";"60000504";"580I19I2C0";"6304502";"332"
"MEX";"60000035";"210CAA1390";"6300000";"261"
"MEX";"60000215";"210CI100C0";"6101007";"142"
"MEX";"60000010";"210CGÑ113";"6300005";"273"
"MEX";"60003160";"210CI20450";"6102502";"134"
"MEX";"60000511";"210C820030";;"235"
"MEX";"60000021";"210CJ20730";"6300000";"261"
"MEX";"60000001";"210C6A0890";"6300000";"261"
"MEX";"60000023";"210C5A1590";"6900118";"335"
"MEX";"60001039";"570113J9C0";"6303505";"270"
"MEX";"60000234";"210CF20430";;"435"
"MEX";"60000089";"110LEL8920";"6300000";"261"
"MEX";"60000034";"210CR300C0";"6302006";"269"
"MEX";"60004404";"210CAA2990";"6103015";"352"
"MEX";"60001003";"580R14C2C0";"6103002";"447"
"MEX";"60000300";"210CSA1780";"6020000";"247"
"MEX";"60001300";"210C921350";"6200559";"210"
"MEX";"60000011";"570I1986C0";"6300005";"273"
"MEX";"60000020";"210CPA0090";"6300000";"261"
"MEX";"60000301";"210CBA0490";"6102546";"238"
"MEX";"60000001";"210C4305C0";"6300000";"261"
"MEX";"60000608";"190NBG46A0";"6100012";"454"
"MEX";"60000001";"210CYA0090";"6300000";"261"
"MEX";"60001017";"190NBD33A0";"6104084";"449"
"MEX";"60000039";"210CF302C0";"6300000";"261"
"MEX";"60000080";"210CS70070";"6304004";"272"
"MEX";"60004407";"210CA20750";"6305500";"279"
"MEX";"60000225";"210C4A0190";"6025017";"145"
"MEX";"60001037";"190N9D27A0";"6308512";"278"
"MEX";"60004407";"210CP20030";"6305500";"279"
"MEX";"60000220";"750T2N01A0";"6025013";"150"
"MEX";"60000300";"210CQ20150";"6020000";"247"
"MEX";"60000215";"570U13C5C0";"6101007";"142"
"MEX";"60003046";"210CEA0090";"6304501";"322"
"MEX";"60000001";"570I1377C0";"6300000";"261"
"MEX";"60000202";"210C820250";"6101029";"147"
"MEX";"60004300";"5705MY99C0";"6103015";"352"
"MEX";"60000070";"190N3D1640";"6300000";"261"
"MEX";"60000003";"210CAA2590";"6300000";"261"
"MEX";"60000513";"210C9A0790";"6201020";"124"
"MEX";"60000226";"210C721150";"6025017";"145"
"MEX";"60000010";"210C320650";"6300005";"273"
"MEX";"60003013";"210CB20350";"6302001";"330"
"MEX";"60000509";"210CC80080";"6201004";"123"
"MEX";"60000043";"210CBA0390";"6300000";"261"
"MEX";"60000039";"210CO20450";"6300000";"261"
"MEX";"60000007";"580R14K4C0";"6300005";"273"
"MEX";"60001006";"210CM20150";"6103006";"447"
"MEX";"60000215";"190N5C05A0";"6101007";"142"
"MEX";"60000048";"210CLA0290";"6302006";"269"
"MEX";"60004300";"210CCA0290";"6103015";"352"
"MEX";"60000039";"210CF600C0";"6300000";"261"
"MEX";"60000001";"210CJ20030";"6300000";"261"
"MEX";"60000043";"210CI306C0";"6300000";"261"
"MEX";"60000117";"210C6A0280";"6203504";"181"
"MEX";"60000006";"210C3A0090";"6306500";"277"
"MEX";"60001424";"210C7A0280";"6412011";"188"
"MEX";"60001013";"210C9J0570";"6103015";"447"
"MEX";"60001012";"210CC600C0";"6103015";"241"
"MEX";"60000023";"210CH20350";"6900118";"391"
"MEX";"60000042";"210CF20450";"6300500";"262"
"MEX";"60005110";"R11303A166";"6103522";"156"
"MEX";"60000221";"210CAA2790";"6025008";"145"
"MEX";"60001013";"210C3300C0";"6103015";"352"
"MEX";"60000023";"210C720330";"6900118";"391"
"MEX";"60000305";"210CF20330";;"238"
"MEX";"60000630";"190N1439C0";"6105529";"132"
"MEX";"60000036";"210C9306C0";"6300000";"261"
"MEX";"60000917";"57041511F0";"6105017";"228"
"MEX";"60000809";"A80NC300C0";"6200514";"106"
"MEX";"60000308";"210CGA0990";"6201025";"457"
"MEX";"60000003";"210CHA1490";"6300000";"261"
"MEX";"60003047";"210CU20030";;"919"
"MEX";"60001030";"660K4C04A0";"6308501";"452"
"MEX";"60000042";"210CN20530";"6300500";"262"
"MEX";"60005106";"";"6103551";"161"
"MEX";"60001037";"660K5K1310";"6308512";"278"
"MEX";"60000004";"210CMA0690";"6303505";"270"
"MEX";"60001013";"190NE938C0";"6103015";"352"
"MEX";"60000033";"210CC20030";"6302006";"269"
"MEX";"60000216";"210CS100C0";"6101023";"305"
"MEX";"60001010";"190N5C05A0";"6103005";"348"
"MEX";"60000021";"210C2J01C0";"6300000";"261"
"MEX";"60001422";"210CM20730";;"139"
"MEX";"60000214";"210CN20630";"6102561";"137"
"MEX";"60001034";"5705M9A1C0";"6308511";"278"
"MEX";"60004404";"210CG309C0";"6103015";"352"
"MEX";"60001006";"210CB20030";"6103006";"447"
"MEX";"60000213";"210CL100C0";"6201015";"124"
"MEX";"60000049";"210CK305C0";"6300000";"261"
"MEX";"60000039";"210CL20150";"6300000";"261"
"MEX";"60000021";"210CP305C0";"6300000";"261"
"MEX";"60004300";"5705M5J2C0";"6103015";"352"
"MEX";"60000633";"210C1300C0";"6105524";"133"
"MEX";"60000631";"750T4700C0";"6105502";"128"
"MEX";"60000001";"210C9307C0";"6300000";"261"
"MEX";"60000031";"210C5A2190";"6104655";"199"
"MEX";"60000020";"210CQA1790";"6300000";"261"
"MEX";"60004404";"750T2600C0";"6103015";"447"
"MEX";"60000202";"210CHJ0890";"6101029";"147"
"MEX";"60001010";"210CJ100C0";"6103005";"348"
"MEX";"60000036";"210CB20430";"6300000";"262"
"MEX";"60001007";"190N5439C0";"6103006";"240"
"MEX";"60000049";"770T5B00F0";"6300000";"261"
"MEX";"60001006";"210CHA0390";"6103006";"240"
"MEX";"60001009";"210CU100C0";"6103005";"348"
"MEX";"60001004";"570R1498C0";"6103002";"241"
"MEX";"60000078";"580111J9C0";"6302505";"271"
"MEX";"60001026";"190N3439C0";"6103006";"447"
"MEX";"60001030";"190N9C05A0";"6308501";"278"
"MEX";"60000004";"210CPA0690";"6303505";"270"
"MEX";"60001207";"210CFA1390";"6104525";"187"
"MEX";"60000011";"580M1YB4C0";"6300005";"273"
"MEX";"60000011";"210C5A0090";"6300005";"273"
"MEX";"60000023";"210CF300C0";"6900118";"391"
"MEX";"60000035";"210CG307C0";"6300000";"261"
"MEX";"60001017";"210CAA2890";"6104084";"449"
"MEX";"60000800";"210CA21150";"6200555";"467"
"MEX";"60000010";"190N9D49C0";"6300005";"273"
"MEX";"60000217";"210C720450";"6025000";"144"
"MEX";"60004315";"210CP100C0";"6300005";"273"
"MEX";"60000023";"210CM20750";"6900118";"335"
"MEX";"60000006";"A806JR02H0";"6306500";"277"
"MEX";"60000036";"190NED49C0";"6300000";"261"
"MEX";"60000041";"210CA22830";"6300500";"262"
"MEX";"60005014";"210C2A0080";"6104650";"198"
"MEX";"60003152";"210CS100C0";"6106006";"204"
"MEX";"60001003";"210C621250";"6103002";"241"
"MEX";"60000300";"210CGA1080";"6020000";"247"
"MEX";"60000013";"210C220150";"6302000";"269"
"MEX";"60000059";"190NDE4420";"6300005";"273"
"MEX";"60000022";"210CG20130";"6300500";"262"
"MEX";"60001018";"210CHA1490";"6104035";"449"
"MEX";"60000026";"210CHA1090";"6304006";"322"
"MEX";"60001019";"190N3D23A0";"6104085";"449"
"MEX";"60000225";"210C9A0790";"6025017";"145"
"MEX";"60001421";"";"6014001";"209"
