Zone Identifier;GL Account Code;Cost Center Code;GCOA Account Code;Sub Package Code
"MEX";"60000300";"210CC303C0";"6020000";"247"
"MEX";"60004300";"750T3C00A0";"6103015";"352"
"MEX";"60000023";"210CE20030";"6900118";"391"
"MEX";"60001006";"580I19E7C0";"6103006";"447"
"MEX";"60000035";"210CFA0290";"6300000";"261"
"MEX";"60001004";"210CS80090";"6103002";"447"
"MEX";"60000035";"210CKA0590";"6300000";"262"
"MEX";"60000049";"210CO309C0";"6300000";"261"
"MEX";"60000305";"210CO20550";;"922"
"MEX";"60001037";"190N9D23A0";"6308512";"452"
"MEX";"60000003";"210CMA0690";"6300000";"261"
"MEX";"60000040";"210C920230";"6300000";"261"
"MEX";"60000234";"210C720530";;"435"
"MEX";"60001007";"5705MA95C0";"6103006";"240"
"MEX";"60001007";"210CKA0090";"6103006";"240"
"MEX";"60000035";"210CCA0590";"6300000";"261"
"MEX";"60000608";"190NDC05A0";"6100012";"101"
"MEX";"60000216";"190N5D36A0";"6101023";"305"
"MEX";"60001004";"580C1AG1C0";"6103002";"447"
"MEX";"60001023";"5705M498C0";"6103005";"447"
"MEX";"60000237";"210CO20330";;"435"
"MEX";"60000301";"210CA21030";"6102546";"238"
"MEX";"60000030";"210CCA0190";;"333"
"MEX";"60001004";"210C8A0090";"6103002";"241"
"MEX";"60001003";"210C1A0490";"6103002";"241"
"MEX";"60001301";"210C522150";"6200559";"210"
"MEX";"60003045";"210CE20650";"6201026";"103"
"MEX";"60000012";"210CM307C0";"6302006";"269"
"MEX";"60000044";"210CSA1590";"6300000";"261"
"MEX";"60000033";"210CO302C0";"6302006";"269"
"MEX";"60001300";"210CI20250";"6200559";"210"
"MEX";"60004519";"58061821C0";"6104050";"116"
"MEX";"60005008";"210C6A1580";"6016053";"190"
"MEX";"60000045";"210C920230";"6303505";"270"
"MEX";"60000513";"210CH100C0";"6201020";"124"
"MEX";"60000025";"210CHA0990";"6300000";"261"
"MEX";"60003104";"210CS314C0";"6100500";"208"
"MEX";"60000001";"210CHA2090";"6300000";"261"
"MEX";"60000025";"190N3337C0";"6300000";"261"
"MEX";"60000045";"210CIJ0150";"6303505";"270"
"MEX";"60000214";"210C522330";"6102561";"137"
"MEX";"60000023";"210CA300C0";"6900118";"391"
"MEX";"60000809";"210CF308C0";"6200514";"106"
"MEX";"60000040";"580213D3C0";"6300000";"261"
"MEX";"60001013";"210C820130";"6103015";"447"
"MEX";"60000217";"190N7D2740";"6025000";"144"
"MEX";"60000202";"210CLA0390";"6101029";"147"
"MEX";"60000606";"1D0NDG6420";"6102546";"436"
"MEX";"60001018";"210CC80090";"6104035";"449"
"MEX";"60000003";"580P16I1C0";"6300000";"261"
"MEX";"60001018";"210CHA0590";"6104035";"449"
"MEX";"60000021";"210CQA1590";"6300000";"261"
"MEX";"60001007";"190N1B02A0";"6103006";"447"
"MEX";"60000042";"210C220250";"6300500";"262"
"MEX";"60000817";"210C1A0390";"6104510";"187"
"MEX";"60001003";"690K2C05A0";"6103002";"241"
"MEX";"60000033";"210CM306C0";"6302006";"269"
"MEX";"60000009";"690K2B02A0";"6300005";"273"
"MEX";"60003112";"210COJ0570";"6308500";"278"
"MEX";"60000048";"5705M5H1F0";"6302006";"269"
"MEX";"60000020";"210CR80090";"6300000";"261"
"MEX";"60001003";"750T3M00A0";"6103002";"447"
"MEX";"60000010";"210C6304C0";"6300005";"273"
"MEX";"60000025";"210CM20630";"6300000";"261"
"MEX";"60000042";"210CO20830";"6300500";"262"
"MEX";"60001009";"190N7D06A0";"6103005";"348"
"MEX";"60000022";"210CO20950";"6300500";"262"
"MEX";"60000042";"210CE300C0";"6300500";"262"
"MEX";"60001039";"570C1AF6C0";"6303505";"270"
"MEX";"60000043";"210CH305C0";"6300000";"261"
"MEX";"60003041";"440H3300C0";"6304500";"322"
"MEX";"60000096";"110NED1320";"6303505";"270"
"MEX";"60000513";"210CRJ02C0";"6201020";"124"
"MEX";"60001007";"270C3J03F0";"6103006";"240"
"MEX";"60001009";"210C3J09C0";"6103005";"447"
"MEX";"60000033";"210CH20150";"6302006";"269"
"MEX";"60001004";"210CQA1590";"6103002";"241"
"MEX";"60000010";"210CCJ0750";"6300005";"273"
"MEX";"60001016";"210C3A0390";"6104036";"449"
"MEX";"60001004";"210CQA0190";"6103002";"241"
"MEX";"60004307";"210CC20030";;"236"
"MEX";"60000022";"210C522230";"6300500";"262"
"MEX";"60001004";"210CS300C0";"6103002";"447"
"MEX";"60000001";"210CL20150";"6300000";"261"
"MEX";"60000817";"210C4A0180";"6104510";"187"
"MEX";"60000042";"210C521330";"6300500";"262"
"MEX";"60003157";"210CI400C0";"6301500";"280"
"MEX";"60001011";"210CQ21650";"6103003";"349"
"MEX";"60000040";"210CS20230";"6300000";"261"
"MEX";"60000041";"210CQ20630";"6300500";"262"
"MEX";"60000021";"210CS302C0";"6300000";"261"
"MEX";"60003045";"X17102050C";"6201026";"103"
"MEX";"60001004";"210C470070";"6103002";"241"
"MEX";"60000215";"210C2A0190";"6101007";"142"
"MEX";"60000010";"750IE200C0";"6300005";"273"
"MEX";"60001006";"210C2A0690";"6103006";"447"
"MEX";"60004307";"210CR20730";;"236"
"MEX";"60000047";"110L1L9420";"6302006";"269"
"MEX";"60000003";"210CF20230";"6300000";"261"
"MEX";"60000001";"5705M4L7C0";"6300000";"261"
"MEX";"60000004";"7504E600C0";"6303505";"270"
"MEX";"60001003";"5705M5H2F0";"6103002";"241"
"MEX";"60000234";"210CL20230";;"435"
"MEX";"60001004";"210CU20050";"6103002";"447"
"MEX";"60003122";"210C821650";"6106005";"201"
"MEX";"60003041";"580E1043C0";"6304500";"332"
"MEX";"60000005";"190N3D12A0";"6103015";"330"
"MEX";"60000025";"210CSA1290";"6300000";"261"
"MEX";"60000302";"210C821050";"6102546";"239"
"MEX";"60001006";"210CS20750";"6103006";"447"
"MEX";"60000515";"210CS21550";"6102504";"135"
"MEX";"60000031";"210CI70070";"6104655";"199"
"MEX";"60000001";"210CG20630";"6300000";"261"
"MEX";"60000202";"110N5D1520";"6101029";"147"
"MEX";"60000021";"210C6A0190";"6300000";"261"
"MEX";"60000011";"210CQJ0050";"6300005";"273"
"MEX";"60000041";"110LEL8820";"6300500";"262"
"MEX";"60000311";"210CQ20050";"6024000";"456"
"MEX";"60001037";"210CM400C0";"6308512";"452"
"MEX";"60000012";"210CM600C0";"6302006";"269"
"MEX";"60000072";"110LEL8720";"6300500";"262"
"MEX";"60000043";"210C721130";"6300000";"261"
"MEX";"60000003";"210CIA0290";"6300000";"261"
"MEX";"60004300";"190N7D24A0";"6103015";"352"
"MEX";"60003104";"210CHA0790";"6100500";"208"
"MEX";"60000202";"210C821250";"6101029";"147"
"MEX";"60001024";"210C1A0190";"6103002";"276"
"MEX";"60003143";"5705MFJ8C0";"6303504";"270"
"MEX";"60000045";"210C920030";"6303505";"270"
"MEX";"60001020";"210C520350";"6104050";"449"
"MEX";"60004300";"5705A341C0";"6103015";"447"
"MEX";"60000606";"1A0N9G6120";"6102546";"290"
"MEX";"60000036";"210C420530";"6300000";"261"
"MEX";"60000042";"190N1D33A0";"6300500";"262"
"MEX";"60004404";"A8086D03C0";"6103015";"352"
"MEX";"60001020";"210CC80090";"6104050";"116"
"MEX";"60000809";"A106J400C0";"6200514";"106"
"MEX";"60000817";"210CNA0490";"6104510";"187"
"MEX";"60000908";"A8093300C0";"6105019";"229"
"MEX";"60001011";"580B1067C0";"6103003";"349"
"MEX";"60000220";"190N1D31A0";"6025013";"150"
"MEX";"60000068";"190N5D06A0";"6302006";"269"
"MEX";"60000225";"210C921150";"6025017";"145"
"MEX";"60000044";"210C6A1590";"6300000";"261"
"MEX";"60000022";"660K4K15A0";"6300500";"262"
"MEX";"60000020";"210C820550";"6300000";"261"
"MEX";"60001035";"210CE600C0";"6308512";"278"
"MEX";"60000225";"210C220750";"6025017";"145"
"MEX";"60004519";"210CC80090";"6104050";"116"
"MEX";"60000001";"750T3E00C0";"6300000";"261"
"MEX";"60003041";"190N5D11A0";"6304500";"322"
"MEX";"60000049";"190N3C05A0";"6300000";"261"
"MEX";"60000633";"210CK600C0";"6105524";"133"
"MEX";"60001004";"58021307C0";"6103002";"241"
"MEX";"60000041";"690K2E43A0";"6300500";"262"
"MEX";"60000009";"210CRJ07C0";"6300005";"273"
"MEX";"60001207";"210CEA0090";"6104525";"187"
"MEX";"60000925";"570415T3F0";"6105007";"402"
"MEX";"60001011";"580C1AG5C0";"6103003";"349"
"MEX";"60000021";"A106JR05H0";"6300000";"261"
"MEX";"60000009";"210C820530";"6300005";"273"
"MEX";"60001006";"580M1YB6C0";"6103006";"240"
"MEX";"60000051";"210CFA0390";"6309607";"335"
"MEX";"60001006";"570X14Y4C0";"6103006";"447"
"MEX";"60000021";"190N9D1640";"6300000";"261"
"MEX";"60000093";"660K5K1820";"6300000";"261"
"MEX";"60000001";"190N3D2740";"6300000";"261"
"MEX";"60001037";"210CE600C0";"6308512";"452"
"MEX";"60001015";"210C5A0290";"6104036";"449"
"MEX";"60000001";"210C8311C0";"6300000";"261"
"MEX";"60004106";"210CEA0090";"6450000";"188"
"MEX";"60000037";"210C820130";"6306500";"277"
"MEX";"60000035";"210C8309C0";"6300000";"262"
"MEX";"60000203";"210CN100C0";;"147"
"MEX";"60001008";"210C620050";"6103005";"447"
"MEX";"60000916";"270CL500F0";"6105005";"408"
"MEX";"60001030";"190BGD49C0";"6308501";"278"
"MEX";"60004404";"210CEA0180";"6103015";"352"
"MEX";"60000033";"210C5A2090";"6302006";"269"
"MEX";"60000525";"210C7A0990";"6201007";"456"
"MEX";"41000906";"210CMA0680";"5335003";"195"
"MEX";"60001010";"210C480090";"6103005";"348"
"MEX";"60001014";"580B1071C0";"6103008";"253"
"MEX";"60004519";"210C680090";"6104050";"116"
"MEX";"60003049";"210CH21230";"6201013";"136"
"MEX";"60000023";"190N7G46A0";"6900118";"391"
"MEX";"60004404";"210CFA0080";"6103015";"447"
"MEX";"60003000";"190NBG46A0";"6202000";"103"
"MEX";"60000023";"210C470070";"6900118";"391"
"MEX";"60004300";"210CH21050";"6103015";"352"
"MEX";"60000308";"210C2A0490";"6201025";"124"
"MEX";"60000213";"210CAA1090";"6201015";"124"
"MEX";"60001035";"210C5J01C0";"6308512";"278"
"MEX";"60000023";"210CFJ0570";"6900118";"391"
"MEX";"60001004";"210CRA0190";"6103002";"447"
"MEX";"60000813";"210COA0590";"6200525";"106"
"MEX";"60000010";"580E1042C0";"6300005";"273"
"MEX";"60004300";"210C521050";"6103015";"447"
"MEX";"60004300";"570IM991C0";"6103015";"352"
"MEX";"60004404";"210CHA0380";"6103015";"352"
"MEX";"60001018";"210CHJ0050";"6104035";"449"
"MEX";"60001600";"220CQ20730";"6200559";"210"
"MEX";"60001030";"190N9I50A0";"6308501";"452"
"MEX";"60001100";"210CI303C0";"6106501";"244"
"MEX";"60000034";"210C3A0790";"6302006";"269"
"MEX";"60000039";"190NED12A0";"6300000";"261"
"MEX";"60000307";"210CS21750";"6024004";"243"
"MEX";"60000041";"210C220130";"6300500";"262"
"MEX";"60000307";"210C5A0190";"6024004";"243"
"MEX";"60000036";"210CA21050";"6300000";"262"
"MEX";"60001006";"190NED23A0";"6103006";"447"
"MEX";"60000023";"210C3A0190";"6900118";"335"
"MEX";"60001019";"210CGA0090";"6104085";"116"
"MEX";"60000033";"210CQ21150";"6302006";"269"
"MEX";"60000308";"210CA100C0";"6201025";"457"
"MEX";"60000048";"190N7938C0";"6302006";"269"
"MEX";"60001037";"190NBI50A0";"6308512";"452"
"MEX";"60001035";"660K4K23A0";"6308512";"452"
"MEX";"60000300";"210CQA0890";"6020000";"247"
"MEX";"60000020";"210CEJ0050";"6300000";"261"
"MEX";"60000011";"210C7300C0";"6300005";"273"
"MEX";"60001035";"210C1100C0";"6308512";"452"
"MEX";"60001014";"690K2E73C0";"6103008";"453"
"MEX";"60000023";"210CHJ0050";"6900118";"335"
"MEX";"60000303";"210C680090";"6104553";"186"
"MEX";"60000010";"580C1AF9C0";"6300005";"273"
"MEX";"60003112";"580R14C1C0";"6308500";"278"
"MEX";"60001016";"210CCJ0890";"6104036";"116"
"MEX";"60000201";"210CH20030";"6101007";"142"
"MEX";"60004307";"210C920130";;"236"
"MEX";"60000025";"A806JT06H0";"6300000";"261"
"MEX";"60000023";"210CO21650";"6900118";"391"
"MEX";"60000022";"210CS70070";"6300500";"262"
"MEX";"60000308";"210C320450";"6201025";"457"
"MEX";"60000213";"210CE600C0";"6201015";"124"
"MEX";"60000002";"210CM20550";"6309602";"334"
"MEX";"60000807";"210C4A0390";"6022000";"247"
"MEX";"60000011";"880OB403C0";"6300005";"273"
"MEX";"60000001";"390L4337C0";"6300000";"261"
"MEX";"60000043";"750T1L0040";"6300000";"261"
"MEX";"60003013";"210CR70070";"6302001";"330"
"MEX";"60000809";"750T3600C0";"6200514";"106"
"MEX";"60000216";"210CF20250";"6101023";"305"
"MEX";"60000607";"690K2337C0";"6100000";"101"
"MEX";"60000023";"210CO315C0";"6900118";"391"
"MEX";"60004300";"580P16E2C0";"6103015";"447"
"MEX";"60000234";"210C420130";;"435"
"MEX";"60001035";"210CH20050";"6308512";"452"
"MEX";"60000023";"210CBA0290";"6900118";"391"
"MEX";"60000049";"750T1F51A0";"6300000";"261"
"MEX";"60000020";"190NEH49A0";"6300000";"261"
"MEX";"60003152";"210CU300C0";"6106006";"204"
"MEX";"60003122";"210CI302C0";"6106005";"201"
"MEX";"60000300";"210CA310C0";"6020000";"247"
"MEX";"60001013";"210CB80090";"6103015";"352"
"MEX";"60000051";"210CL20030";"6309607";"335"
"MEX";"60001016";"210CAJ0890";"6104036";"449"
"MEX";"60000001";"5705MZK8C0";"6300000";"261"
"MEX";"60000044";"210C620630";"6300000";"261"
"MEX";"60004512";"210CG308C0";"6104016";"113"
"MEX";"60001014";"210C920050";"6103008";"253"
"MEX";"60000801";"210CF313C0";"6200553";"467"
"MEX";"60000023";"580IMDV9C0";"6900118";"335"
"MEX";"60003112";"580R14N5C0";"6308500";"278"
"MEX";"60000034";"570X1253C0";"6302006";"269"
"MEX";"60000068";"190N1D2640";"6302006";"269"
"MEX";"60000013";"190N3FA2A0";"6302000";"269"
"MEX";"60000045";"570X1IA3C0";"6303505";"270"
"MEX";"60003013";"580213C7C0";"6302001";"330"
"MEX";"60001019";"210COA0090";"6104085";"116"
"MEX";"60000305";"210C621730";;"922"
"MEX";"60003121";"190N9D32A0";"6106002";"201"
"MEX";"60000061";"690K2E31A0";"6300005";"273"
"MEX";"60000044";"190N5938C0";"6300000";"261"
"MEX";"60000047";"570I19I7C0";"6302006";"269"
"MEX";"60000001";"210CQ21150";"6300000";"261"
"MEX";"60000216";"210CJ20350";"6101023";"305"
"MEX";"60000511";"210C521830";;"235"
"MEX";"60000011";"210CH22030";"6300005";"273"
"MEX";"60000813";"210C3A0690";"6200525";"106"
"MEX";"60000039";"750T3E00A0";"6300000";"261"
"MEX";"60001400";"210C320730";"6200562";"211"
"MEX";"60000001";"210C6900C0";"6300000";"261"
"MEX";"60000025";"190NDE4420";"6300000";"261"
"MEX";"60000925";"570415U5F0";"6105007";"402"
"MEX";"60000044";"750T1L0020";"6300000";"261"
"MEX";"60000201";"210CA20950";"6101007";"142"
"MEX";"60001003";"210CJ70070";"6103002";"447"
"MEX";"60001019";"210C5A0090";"6104085";"449"
"MEX";"60001014";"210C520050";"6103008";"253"
"MEX";"60003041";"580R14C5C0";"6304500";"322"
"MEX";"60000020";"210C5J0050";"6300000";"261"
"MEX";"60000508";"210C6300C0";"6201004";"123"
"MEX";"60001413";"210C220140";"6200563";"427"
"MEX";"60001007";"210CQ21350";"6103006";"240"
"MEX";"60000013";"210CKJ0050";"6302000";"269"
"MEX";"60003150";"210C522150";"6106010";"206"
"MEX";"60003045";"750LD600C0";"6201026";"103"
"MEX";"60000222";"210C7308C0";"6025023";"149"
"MEX";"60001400";"210C821430";"6200562";"420"
"MEX";"60000821";"210CAA0890";"6304504";"332"
"MEX";"60003112";"190N9C04A0";"6308500";"278"
"MEX";"60001013";"210C9400C0";"6103015";"447"
"MEX";"60000307";"210CHA0390";"6024004";"243"
"MEX";"60000040";"210CAJ0570";"6300000";"261"
"MEX";"60000010";"210C4A0190";"6300005";"273"
"MEX";"60001012";"570X1ZJ4C0";"6103015";"447"
"MEX";"60000041";"210CJA1190";"6300500";"262"
"MEX";"60000226";"210CG20050";"6025017";"145"
"MEX";"60000109";"750T4L0020";;"301"
"MEX";"60003164";"210CM20350";"6106003";"201"
"MEX";"60000308";"A806JT04C0";"6201025";"124"
"MEX";"60004519";"210CC80090";"6104050";"449"
"MEX";"60003164";"210CK20550";"6106003";"201"
"MEX";"60000523";"210C4301C0";"6201010";"125"
"MEX";"60003013";"210CRA0590";"6302001";"330"
"MEX";"60000209";"210CSA0790";"6104553";"186"
"MEX";"60004304";"210C3300C0";"6411000";"188"
"MEX";"60000013";"210C6309C0";"6302000";"269"
"MEX";"60000013";"210CGÑ119";"6302000";"269"
"MEX";"60001013";"210CU20050";"6103015";"447"
"MEX";"60000001";"A106JR07H0";"6300000";"261"
"MEX";"60001012";"210CJJ0050";"6103015";"241"
"MEX";"60000020";"750K9M00A0";"6300000";"261"
"MEX";"60000202";"690K2E31A0";"6101029";"147"
"MEX";"60000043";"210C8A1390";"6300000";"261"
"MEX";"60000008";"750T3L0040";"6300005";"273"
"MEX";"60001013";"210CR80090";"6103015";"447"
"MEX";"60000045";"210CI100C0";"6303505";"270"
"MEX";"60000042";"210CJA0590";"6300500";"262"
"MEX";"60003167";"210CH312C0";"6106027";"201"
"MEX";"60000013";"210C3A0890";"6302000";"269"
"MEX";"60000031";"210C9A0190";"6104655";"199"
"MEX";"60001018";"210C8A1290";"6104035";"449"
"MEX";"60000036";"210C8311C0";"6300000";"262"
"MEX";"60001007";"210C9300C0";"6103006";"447"
"MEX";"60000022";"210CJA1190";"6300500";"262"
"MEX";"60000913";"570415J3F0";"6105009";"405"
"MEX";"60000221";"210CGA0390";"6025008";"145"
"MEX";"60000009";"210CHJ07C0";"6300005";"273"
"MEX";"60000057";"";"6300005";"273"
"MEX";"60000043";"580IMDV7C0";"6300000";"261"
"MEX";"60000022";"750T1C00A0";"6300500";"262"
"MEX";"60000801";"210C8300C0";"6200553";"467"
"MEX";"60000226";"210CE300C0";"6025017";"145"
"MEX";"60000002";"210CPA0190";"6309602";"334"
"MEX";"60000044";"5705MFA2C0";"6300000";"261"
"MEX";"60004306";"190NE337C0";"6200522";"106"
"MEX";"60001004";"210C1304C0";"6103002";"241"
"MEX";"60005080";"210CQA1D80";"6104553";"186"
"MEX";"60000021";"750T1N01A0";"6300000";"261"
"MEX";"60000504";"190NE101C0";"6304502";"332"
"MEX";"60003048";"210C8A0090";"6201026";"103"
"MEX";"60000820";"210CA22930";;"236"
"MEX";"60000090";"750T3N00A0";"6300000";"261"
"MEX";"60001300";"210C721330";"6200559";"210"
"MEX";"60001004";"5705M9A1C0";"6103002";"241"
"MEX";"60001030";"190NBC05A0";"6308501";"278"
"MEX";"60000004";"190NEB02A0";"6303505";"270"
"MEX";"60000908";"210C120250";"6105019";"229"
"MEX";"60004412";"750T1600C0";"6303507";"270"
"MEX";"60001700";"210CR20030";"6200559";"210"
"MEX";"60000023";"570MM9J5C0";"6900118";"391"
"MEX";"60000201";"210CJA0090";"6101007";"142"
"MEX";"60000049";"190NEH49A0";"6300000";"261"
"MEX";"60000075";"750T3N03A0";"6300000";"261"
"MEX";"60000003";"5705M9A1C0";"6300000";"261"
"MEX";"60000213";"210CS20950";"6201015";"124"
"MEX";"60000003";"210CH21050";"6300000";"261"
"MEX";"60000818";"210CN80080";"6104538";"186"
"MEX";"60001006";"570I19I2C0";"6103006";"240"
"MEX";"60000009";"210C7302C0";"6300005";"273"
"MEX";"60000035";"210C120150";"6300000";"262"
"MEX";"60001007";"5705M5M7F0";"6103006";"240"
"MEX";"60000304";"210CE80080";"6104553";"186"
"MEX";"60003045";"210C3J0050";"6201026";"103"
"MEX";"60001034";"210C5304C0";"6308511";"278"
"MEX";"60001103";"750T2E00C0";"6106501";"244"
"MEX";"60001101";"210C6309C0";"6100009";"246"
"MEX";"60004404";"190N3101C0";"6103015";"352"
"MEX";"60000096";"190N5D31A0";"6303505";"270"
"MEX";"60000817";"210C3A0380";"6104510";"187"
"MEX";"60001004";"210C820150";"6103002";"241"
"MEX";"60000003";"690K2E1420";"6300000";"261"
"MEX";"60001037";"210C720050";"6308512";"452"
"MEX";"60003164";"210CS20550";"6106003";"201"
"MEX";"60001013";"580C1AG6C0";"6103015";"352"
"MEX";"60001400";"210C120130";"6200562";"420"
"MEX";"60003121";"210C2A0690";"6106002";"201"
"MEX";"60000014";"210C8A0290";"6309600";"333"
"MEX";"60001200";"210COA0580";"6104528";"187"
"MEX";"60000049";"210CS21650";"6300000";"261"
"MEX";"60001100";"750T2F0410";"6106501";"244"
"MEX";"60000002";"210CFA1290";"6309602";"334"
"MEX";"60000046";"570X1IX6C0";"6303505";"270"
"MEX";"60000044";"210CO21050";"6300000";"261"
"MEX";"60000023";"210C621150";"6900118";"391"
"MEX";"60000022";"210C6306C0";"6300500";"262"
"MEX";"60003121";"A106JQ06C0";"6106002";"201"
"MEX";"60000020";"210CQ21350";"6300000";"261"
"MEX";"60000080";"210C5A1790";"6304004";"272"
"MEX";"60000046";"210C320650";"6303505";"270"
"MEX";"60000217";"190N7D49C0";"6025000";"144"
"MEX";"60004518";"210C9A0090";"6104028";"116"
"MEX";"60001017";"190N7D06A0";"6104084";"449"
"MEX";"60001038";"210C6A0090";"6303503";"270"
"MEX";"60000068";"110NBD1320";"6302006";"269"
"MEX";"60004301";"210CGA0790";"5370098";"106"
"MEX";"60000216";"210CM20550";"6101023";"305"
"MEX";"60000209";"210CSA1390";"6104553";"186"
"MEX";"60001013";"210CF20030";"6103015";"352"
"MEX";"60001700";"210CM20530";"6200559";"210"
"MEX";"60000049";"210C3J0050";"6300000";"261"
"MEX";"60000043";"210CO21130";"6300000";"261"
"MEX";"60000030";"210C7A0890";;"333"
"MEX";"60001013";"210CF20250";"6103015";"352"
"MEX";"60000820";"210CS20030";;"236"
"MEX";"60001017";"210C7A0790";"6104084";"449"
"MEX";"60000305";"210CP20030";;"430"
"MEX";"60000013";"210C7J0570";"6302000";"269"
"MEX";"60003036";"FE02218C55";"6104525";"187"
"MEX";"60003121";"190N5B02A0";"6106002";"201"
"MEX";"60003121";"210C5301C0";"6106002";"201"
"MEX";"60001037";"190N7D12A0";"6308512";"452"
"MEX";"60001011";"580R14C3C0";"6103003";"349"
"MEX";"60003164";"210CQ20950";"6106003";"201"
"MEX";"60000124";"190N7G4720";;"433"
"MEX";"60001103";"A80NC300C0";"6106501";"244"
"MEX";"60000041";"210C620150";"6300500";"262"
"MEX";"60000214";"210C820550";"6102561";"137"
"MEX";"60000201";"190N1D1320";"6101007";"142"
"MEX";"60000002";"210CQ20850";"6309602";"334"
"MEX";"60000236";"210CGÑ113";;"435"
"MEX";"60000213";"210CAA1390";"6201015";"124"
"MEX";"60000041";"210C9A1090";"6300500";"262"
"MEX";"60003143";"190NED07A0";"6303504";"270"
"MEX";"60001029";"210C1400C0";"6103015";"276"
"MEX";"60001032";"210C7302C0";"6308510";"278"
"MEX";"60000013";"570I1989C0";"6302000";"269"
"MEX";"60000215";"210CL20350";"6101007";"142"
"MEX";"60001019";"210CH21450";"6104085";"116"
"MEX";"60003121";"190N5I50A0";"6106002";"201"
"MEX";"60000091";"660K5K1820";"6300500";"262"
"MEX";"60003038";"210CAA0080";"6104553";"186"
"MEX";"60003121";"210CHA2090";"6106002";"201"
"MEX";"60001019";"210C2100C0";"6104085";"116"
"MEX";"60000042";"210CNA0590";"6300500";"262"
"MEX";"60000011";"750REE00C0";"6300005";"273"
"MEX";"60001015";"210C9100C0";"6104036";"449"
"MEX";"60000003";"210C320850";"6300000";"261"
"MEX";"60000010";"570IM377C0";"6300005";"273"
"MEX";"60000003";"210C1304C0";"6300000";"261"
"MEX";"60000003";"190NED23A0";"6300000";"261"
"MEX";"60000080";"210CG400C0";"6304004";"272"
"MEX";"60003121";"210C2A0290";"6106002";"201"
"MEX";"60000042";"210CAA1790";"6300500";"262"
"MEX";"60000041";"210C8A0990";"6300500";"262"
"MEX";"60000023";"190N1FA2A0";"6900118";"335"
"MEX";"60001006";"58021305C0";"6103006";"240"
"MEX";"60000226";"210CQA1690";"6025017";"145"
"MEX";"60001032";"210C5A1790";"6308510";"278"
"MEX";"60001007";"210C6900C0";"6103006";"240"
"MEX";"60001600";"FG00200E65";"6200559";"210"
"MEX";"60000040";"210CO21830";"6300000";"261"
"MEX";"60000823";"190NE439C0";"6300005";"273"
"MEX";"60003013";"570X1AB0C0";"6302001";"330"
"MEX";"60000216";"210CI301C0";"6101023";"305"
"MEX";"60000821";"580213D2C0";"6304504";"332"
"MEX";"60001300";"210C621350";"6200559";"210"
"MEX";"60000035";"210CQ21750";"6300000";"261"
"MEX";"60004404";"210C2300C0";"6103015";"352"
"MEX";"60003121";"210C522050";"6106002";"201"
"MEX";"60004306";"A106J300C0";"6200522";"106"
"MEX";"60000309";"210CS22230";"6102561";"137"
"MEX";"60000036";"210CA21730";"6300000";"262"
"MEX";"60000010";"5704M5G9F0";"6300005";"273"
"MEX";"60000306";"210CFA0990";"6023000";"247"
"MEX";"60001018";"210C8A1290";"6104035";"116"
"MEX";"60001030";"5705MY99C0";"6308501";"278"
"MEX";"60000022";"210CCJ0570";"6300500";"262"
"MEX";"60004521";"210C4304C0";"6104040";"118"
"MEX";"60000013";"690K1938C0";"6302000";"269"
"MEX";"60000008";"570415I4F0";"6300005";"273"
"MEX";"60003122";"210CP20150";"6106005";"201"
"MEX";"60001037";"190NEI50A0";"6308512";"452"
"MEX";"60000051";"210CH20250";"6309607";"335"
"MEX";"60001018";"660K5B03A0";"6104035";"449"
"MEX";"60003112";"210CO400C0";"6308500";"278"
"MEX";"60001006";"190N3C05A0";"6103006";"240"
"MEX";"60000003";"690K1E1540";"6300000";"391"
"MEX";"60001032";"660K4K06A0";"6308510";"452"
"MEX";"60001011";"210CJ600C0";"6103003";"349"
"MEX";"60001103";"210CO300C0";"6106501";"244"
"MEX";"60000220";"190NDD12A0";"6025013";"150"
"MEX";"60000511";"210C521930";;"235"
"MEX";"60004519";"210CQA1390";"6104050";"449"
"MEX";"60001036";"210C2400C0";"6308512";"452"
"MEX";"60004404";"210CQA1880";"6103015";"352"
"MEX";"60000034";"210CH310C0";"6302006";"269"
"MEX";"60000046";"210CJ310C0";"6303505";"270"
"MEX";"60000021";"210CS21130";"6300000";"261"
"MEX";"60001004";"210C6400C0";"6103002";"447"
"MEX";"41000906";"210CGA0080";"5335003";"195"
"MEX";"60001044";"210C280090";"5370104";"451"
"MEX";"60000023";"5705A939C0";"6900118";"391"
"MEX";"60000009";"570X14Z2C0";"6300005";"273"
"MEX";"60001004";"210CHA0490";"6103002";"447"
"MEX";"60000038";"210C8308C0";"6306500";"277"
"MEX";"60001030";"210CA600C0";"6308501";"452"
"MEX";"60001007";"570IM9A1C0";"6103006";"240"
"MEX";"60000040";"210CEJ0050";"6300000";"261"
"MEX";"60004518";"210C5300C0";"6104028";"116"
"MEX";"60001007";"190NEC04A0";"6103006";"447"
"MEX";"60000234";"210C621630";;"435"
"MEX";"60000033";"210CG310C0";"6302006";"269"
"MEX";"60000513";"210CC20050";"6201020";"457"
"MEX";"60004407";"690K2I50A0";"6305500";"279"
"MEX";"60000003";"5705MFA6C0";"6300000";"261"
"MEX";"60001207";"210C3A0790";"6104525";"187"
"MEX";"60000222";"210CR100C0";"6025023";"149"
"MEX";"60000042";"210C920630";"6300500";"262"
